id_proveedor,id_entidad,n_contratos,monto_total,monto_promedio,n_objetos_unicos,pct_contratacion_directa,pct_comparacion_precios,n_funcionarios_distintos,label_favoritismo_real,dias_actividad,concentracion_objeto,contratos_por_mes,monto_por_funcionario,score_riesgo_favoritismo
P0183,E15,3,166346.64,55448.880000000005,3,0.0,0.3333333333333333,1,False,1014,0.0,0.0887573964497041,166346.64,0.0
P0182,E12,1,58734.94,58734.94,1,0.0,0.0,1,False,1,0.0,30.0,58734.94,0.0
P0182,E14,3,169085.5,56361.833333333336,3,0.3333333333333333,0.0,1,False,937,0.0,0.096051227321238,169085.5,0.0
P0182,E15,2,671856.95,335928.475,2,0.0,0.5,1,False,13,0.0,4.615384615384615,671856.95,0.0
P0182,E17,1,117398.47,117398.47,1,0.0,0.0,1,False,1,0.0,30.0,117398.47,0.0
P0183,E01,3,608762.62,202920.8733333333,3,0.3333333333333333,0.3333333333333333,2,False,378,0.0,0.2380952380952381,304381.31,0.0
P0183,E03,1,95055.15,95055.15,1,0.0,0.0,1,False,1,0.0,30.0,95055.15,0.0
P0183,E06,2,74348.13,37174.065,2,0.5,0.0,2,False,366,0.0,0.1639344262295082,37174.065,0.0
P0183,E11,1,46754.21,46754.21,1,0.0,0.0,1,False,1,0.0,30.0,46754.21,0.0
P0183,E13,1,27643.93,27643.93,1,0.0,0.0,1,False,1,0.0,30.0,27643.93,0.0
P0182,E11,1,23808.93,23808.93,1,0.0,0.0,1,False,1,0.0,30.0,23808.93,0.0
P0038,E15,2,344439.82,172219.91,2,0.0,0.0,1,False,794,0.0,0.0755667506297229,344439.82,0.0
P0038,E16,1,113998.3,113998.3,1,0.0,0.0,1,False,1,0.0,30.0,113998.3,0.0
P0038,E17,3,359844.16000000003,119948.05333333334,3,0.0,0.0,3,False,786,0.0,0.1145038167938931,119948.05333333334,0.0
P0039,E02,2,51585.94,25792.97,1,0.0,0.0,1,False,152,0.5,0.3947368421052631,51585.94,0.0
P0039,E07,2,64281.13,32140.565,2,0.5,0.0,2,False,500,0.0,0.12,32140.565,0.0
P0039,E08,3,291046.34,97015.44666666666,3,0.0,0.6666666666666666,3,False,763,0.0,0.1179554390563564,97015.44666666666,0.0
P0039,E09,3,254729.06,84909.68666666666,3,0.0,0.6666666666666666,2,False,655,0.0,0.1374045801526717,127364.53,0.0
P0039,E10,1,25566.98,25566.98,1,0.0,0.0,1,False,1,0.0,30.0,25566.98,0.0
P0109,E15,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0039,E12,4,497662.91,124415.7275,4,0.0,0.25,2,False,1077,0.0,0.1114206128133704,248831.455,0.0
P0039,E14,1,58093.85,58093.85,1,0.0,0.0,1,False,1,0.0,30.0,58093.85,0.0
P0039,E17,1,82305.19,82305.19,1,0.0,1.0,1,False,1,0.0,30.0,82305.19,0.0
P0040,E00,2,106563.42,53281.71000000001,2,0.0,0.0,2,False,77,0.0,0.7792207792207791,53281.71000000001,0.0
P0040,E01,2,394695.08,197347.54,2,0.0,0.0,2,False,691,0.0,0.0868306801736613,197347.54,0.0
P0040,E02,1,17148.82,17148.82,1,0.0,0.0,1,False,1,0.0,30.0,17148.82,0.0
P0040,E05,1,60474.1,60474.1,1,0.0,0.0,1,False,1,0.0,30.0,60474.1,0.0
P0040,E07,2,177741.91999999998,88870.95999999999,2,0.0,0.0,2,False,194,0.0,0.3092783505154639,88870.95999999999,0.0
P0039,E11,1,45461.8,45461.8,1,0.0,0.0,1,False,1,0.0,30.0,45461.8,0.0
P0036,E10,1,35212.15,35212.15,1,1.0,0.0,1,False,1,0.0,30.0,35212.15,0.0
P0036,E12,1,26907.93,26907.93,1,0.0,0.0,1,False,1,0.0,30.0,26907.93,0.0
P0036,E13,2,95931.35,47965.675,2,0.0,0.0,1,False,750,0.0,0.08,95931.35,0.0
P0036,E16,2,550213.87,275106.935,2,0.5,0.0,2,False,18,0.0,3.333333333333333,275106.935,0.0
P0037,E01,1,13374.49,13374.49,1,0.0,0.0,1,False,1,0.0,30.0,13374.49,0.0
P0037,E04,2,107386.86,53693.43,2,0.0,1.0,2,False,93,0.0,0.6451612903225806,53693.43,0.0
P0037,E05,1,65857.75,65857.75,1,0.0,0.0,1,False,1,0.0,30.0,65857.75,0.0
P0037,E06,1,116549.13,116549.13,1,0.0,1.0,1,False,1,0.0,30.0,116549.13,0.0
P0038,E14,1,60385.58,60385.58,1,0.0,0.0,1,False,1,0.0,30.0,60385.58,0.0
P0037,E11,1,516173.5,516173.5,1,0.0,0.0,1,False,1,0.0,30.0,516173.5,0.0
P0037,E12,1,34869.73,34869.73,1,0.0,1.0,1,False,1,0.0,30.0,34869.73,0.0
P0037,E13,1,33989.63,33989.63,1,0.0,0.0,1,False,1,0.0,30.0,33989.63,0.0
P0037,E17,2,103203.41,51601.705,2,0.0,0.5,2,False,301,0.0,0.1993355481727574,51601.705,0.0
P0038,E06,1,16126.31,16126.31,1,0.0,1.0,1,False,1,0.0,30.0,16126.31,0.0
P0038,E07,1,60986.26,60986.26,1,0.0,0.0,1,False,1,0.0,30.0,60986.26,0.0
P0038,E08,1,54225.22,54225.22,1,0.0,0.0,1,False,1,0.0,30.0,54225.22,0.0
P0038,E09,1,24326.68,24326.68,1,0.0,1.0,1,False,1,0.0,30.0,24326.68,0.0
P0037,E07,2,133143.72999999998,66571.86499999999,2,0.5,0.0,1,False,111,0.0,0.5405405405405405,133143.72999999998,0.0
P0042,E04,3,213040.05,71013.35,3,0.0,0.3333333333333333,2,False,995,0.0,0.0904522613065326,106520.025,0.0
P0042,E05,1,427041.09,427041.09,1,0.0,0.0,1,False,1,0.0,30.0,427041.09,0.0
P0042,E08,1,127791.62,127791.62,1,0.0,0.0,1,False,1,0.0,30.0,127791.62,0.0
P0042,E09,1,11373.12,11373.12,1,0.0,0.0,1,False,1,0.0,30.0,11373.12,0.0
P0042,E10,1,67990.13,67990.13,1,0.0,0.0,1,False,1,0.0,30.0,67990.13,0.0
P0042,E11,1,20740.55,20740.55,1,1.0,0.0,1,False,1,0.0,30.0,20740.55,0.0
P0042,E12,2,71052.13,35526.065,2,0.0,0.0,1,False,354,0.0,0.1694915254237288,71052.13,0.0
P0042,E14,1,31210.35,31210.35,1,0.0,1.0,1,False,1,0.0,30.0,31210.35,0.0
P0040,E10,1,19532.09,19532.09,1,0.0,0.0,1,False,1,0.0,30.0,19532.09,0.0
P0043,E00,1,565558.73,565558.73,1,0.0,1.0,1,False,1,0.0,30.0,565558.73,0.0
P0043,E01,1,19504.67,19504.67,1,0.0,0.0,1,False,1,0.0,30.0,19504.67,0.0
P0043,E03,2,134860.72,67430.36,2,0.0,0.0,1,False,289,0.0,0.2076124567474048,134860.72,0.0
P0043,E04,3,156548.88,52182.96,3,0.3333333333333333,0.0,2,False,333,0.0,0.2702702702702703,78274.44,0.0
P0043,E06,2,284486.97,142243.485,2,0.5,0.0,1,False,115,0.0,0.5217391304347826,284486.97,0.0
P0043,E07,2,195900.21,97950.105,2,0.0,0.5,2,False,42,0.0,1.4285714285714286,97950.105,0.0
P0043,E10,1,56075.45,56075.45,1,0.0,0.0,1,False,1,0.0,30.0,56075.45,0.0
P0043,E12,3,101137.61,33712.53666666667,3,0.0,0.6666666666666666,1,False,652,0.0,0.1380368098159509,101137.61,0.0
P0042,E15,1,49628.92,49628.92,1,0.0,0.0,1,False,1,0.0,30.0,49628.92,0.0
P0040,E11,1,93879.3,93879.3,1,0.0,0.0,1,False,1,0.0,30.0,93879.3,0.0
P0040,E12,1,62712.12,62712.12,1,0.0,1.0,1,False,1,0.0,30.0,62712.12,0.0
P0040,E13,1,121629.35,121629.35,1,0.0,0.0,1,False,1,0.0,30.0,121629.35,0.0
P0040,E14,1,33405.53,33405.53,1,0.0,0.0,1,False,1,0.0,30.0,33405.53,0.0
P0040,E15,2,64452.75,32226.375,2,0.0,0.0,1,False,447,0.0,0.1342281879194631,64452.75,0.0
P0040,E17,2,104089.14,52044.57,2,0.0,0.5,2,False,27,0.0,2.2222222222222223,52044.57,0.0
P0041,E01,2,79606.92,39803.46,2,0.0,0.5,1,False,97,0.0,0.6185567010309279,79606.92,0.0
P0041,E03,3,175551.2,58517.06666666667,2,0.3333333333333333,0.3333333333333333,1,False,745,0.3333333333333333,0.1208053691275167,175551.2,0.0
P0042,E03,4,469816.82,117454.205,3,0.0,0.5,1,False,743,0.25,0.161507402422611,469816.82,0.0
P0041,E07,3,155766.53999999998,51922.17999999999,3,0.0,0.3333333333333333,2,False,714,0.0,0.1260504201680672,77883.26999999999,0.0
P0041,E10,1,120281.85,120281.85,1,0.0,1.0,1,False,1,0.0,30.0,120281.85,0.0
P0041,E11,1,8489.59,8489.59,1,0.0,0.0,1,False,1,0.0,30.0,8489.59,0.0
P0041,E13,2,231194.64,115597.32,2,0.0,0.5,1,False,351,0.0,0.1709401709401709,231194.64,0.0
P0041,E15,1,63163.48,63163.48,1,0.0,0.0,1,False,1,0.0,30.0,63163.48,0.0
P0041,E17,2,98578.81,49289.405,2,0.5,0.5,2,False,407,0.0,0.1474201474201474,49289.405,0.0
P0042,E01,2,241262.04,120631.02,2,0.0,0.0,2,False,970,0.0,0.0618556701030927,120631.02,0.0
P0042,E02,2,339273.61,169636.805,2,0.0,0.0,1,False,569,0.0,0.1054481546572935,339273.61,0.0
P0041,E04,1,75992.38,75992.38,1,0.0,0.0,1,False,1,0.0,30.0,75992.38,0.0
P0031,E05,1,39514.62,39514.62,1,0.0,0.0,1,False,1,0.0,30.0,39514.62,0.0
P0031,E07,2,51046.7,25523.35,2,0.0,0.0,2,False,438,0.0,0.136986301369863,25523.35,0.0
P0031,E08,1,7703.02,7703.02,1,0.0,0.0,1,False,1,0.0,30.0,7703.02,0.0
P0031,E09,1,225198.38,225198.38,1,1.0,0.0,1,False,1,0.0,30.0,225198.38,0.0
P0031,E10,1,67303.73000000001,67303.73000000001,1,1.0,0.0,1,False,1,0.0,30.0,67303.73000000001,0.0
P0031,E11,1,46596.52,46596.52,1,0.0,0.0,1,False,1,0.0,30.0,46596.52,0.0
P0031,E14,1,55248.78,55248.78,1,0.0,0.0,1,False,1,0.0,30.0,55248.78,0.0
P0031,E15,2,170305.38,85152.69,1,0.0,0.0,1,False,486,0.5,0.1234567901234568,170305.38,0.0
P0036,E08,2,319266.16,159633.08,2,0.0,0.5,2,False,658,0.0,0.0911854103343465,159633.08,0.0
P0032,E01,2,216135.22,108067.61,2,0.0,0.0,2,False,308,0.0,0.1948051948051948,108067.61,0.0
P0032,E02,3,58172.84,19390.946666666667,3,0.3333333333333333,0.6666666666666666,1,False,488,0.0,0.1844262295081967,58172.84,0.0
P0032,E04,1,33608.19,33608.19,1,0.0,0.0,1,False,1,0.0,30.0,33608.19,0.0
P0032,E06,1,228249.85,228249.85,1,0.0,0.0,1,False,1,0.0,30.0,228249.85,0.0
P0032,E07,1,37934.17,37934.17,1,0.0,0.0,1,False,1,0.0,30.0,37934.17,0.0
P0032,E10,2,99227.16,49613.58,2,0.0,0.0,2,False,87,0.0,0.6896551724137931,49613.58,0.0
P0032,E11,1,107761.48,107761.48,1,0.0,1.0,1,False,1,0.0,30.0,107761.48,0.0
P0032,E12,1,13260.15,13260.15,1,0.0,0.0,1,False,1,0.0,30.0,13260.15,0.0
P0031,E16,1,109086.94,109086.94,1,0.0,0.0,1,False,1,0.0,30.0,109086.94,0.0
P0029,E16,1,283102.6,283102.6,1,0.0,1.0,1,False,1,0.0,30.0,283102.6,0.0
P0030,E00,1,53906.98,53906.98,1,0.0,0.0,1,False,1,0.0,30.0,53906.98,0.0
P0030,E02,1,7342.82,7342.82,1,0.0,0.0,1,False,1,0.0,30.0,7342.82,0.0
P0030,E03,2,47620.49,23810.245,2,0.0,0.0,1,False,991,0.0,0.0605449041372351,47620.49,0.0
P0030,E04,2,240423.62,120211.81,2,0.5,0.5,2,False,401,0.0,0.1496259351620947,120211.81,0.0
P0030,E06,1,73844.66,73844.66,1,0.0,0.0,1,False,1,0.0,30.0,73844.66,0.0
P0030,E07,1,145805.26,145805.26,1,0.0,0.0,1,False,1,0.0,30.0,145805.26,0.0
P0030,E08,1,80693.2,80693.2,1,1.0,0.0,1,False,1,0.0,30.0,80693.2,0.0
P0031,E04,1,40386.82,40386.82,1,0.0,0.0,1,False,1,0.0,30.0,40386.82,0.0
P0030,E11,1,29578.67,29578.67,1,0.0,0.0,1,False,1,0.0,30.0,29578.67,0.0
P0030,E13,2,73046.27,36523.135,2,0.0,0.5,2,False,632,0.0,0.0949367088607595,36523.135,0.0
P0030,E14,2,168272.25,84136.125,2,0.0,0.5,2,False,443,0.0,0.1354401805869074,84136.125,0.0
P0030,E15,2,51039.76,25519.88,2,0.0,0.0,1,False,875,0.0,0.0685714285714285,51039.76,0.0
P0030,E16,4,411951.99,102987.9975,4,0.0,0.25,3,False,1160,0.0,0.1034482758620689,137317.33,0.0
P0031,E00,4,218625.23,54656.3075,3,0.0,0.0,2,False,1131,0.25,0.1061007957559681,109312.615,0.0
P0031,E01,2,343282.06999999995,171641.03499999997,2,0.0,0.0,2,False,417,0.0,0.1438848920863309,171641.03499999997,0.0
P0031,E02,1,63601.09,63601.09,1,0.0,0.0,1,False,1,0.0,30.0,63601.09,0.0
P0030,E10,2,92728.21,46364.105,2,0.5,0.0,2,False,577,0.0,0.1039861351819757,46364.105,0.0
P0034,E11,2,50383.65,25191.825,2,0.0,0.5,2,False,1194,0.0,0.050251256281407,25191.825,0.0
P0034,E12,1,80845.36,80845.36,1,0.0,1.0,1,False,1,0.0,30.0,80845.36,0.0
P0034,E14,1,94391.16,94391.16,1,0.0,1.0,1,False,1,0.0,30.0,94391.16,0.0
P0034,E16,2,86747.32,43373.66,2,0.0,0.0,1,False,606,0.0,0.099009900990099,86747.32,0.0
P0034,E17,2,80885.53,40442.765,1,0.0,0.5,2,False,310,0.5,0.1935483870967742,40442.765,0.0
P0035,E01,1,46188.53,46188.53,1,0.0,1.0,1,False,1,0.0,30.0,46188.53,0.0
P0035,E03,2,161189.53,80594.765,2,0.0,0.0,1,False,286,0.0,0.2097902097902098,161189.53,0.0
P0035,E06,1,152897.48,152897.48,1,0.0,1.0,1,False,1,0.0,30.0,152897.48,0.0
P0032,E13,2,273816.46,136908.22999999998,2,0.0,0.0,1,False,251,0.0,0.2390438247011952,273816.46,0.0
P0035,E10,3,135925.7,45308.56666666667,3,0.0,0.0,1,False,557,0.0,0.1615798922800718,135925.7,0.0
P0035,E13,1,30980.91,30980.91,1,0.0,1.0,1,False,1,0.0,30.0,30980.91,0.0
P0035,E14,2,174515.69,87257.845,2,0.0,0.5,2,False,871,0.0,0.0688863375430539,87257.845,0.0
P0035,E16,1,47192.41,47192.41,1,0.0,1.0,1,False,1,0.0,30.0,47192.41,0.0
P0035,E17,3,200062.2,66687.4,3,0.0,0.6666666666666666,1,False,846,0.0,0.1063829787234042,200062.2,0.0
P0036,E02,2,59543.62,29771.81,2,0.0,0.5,2,False,99,0.0,0.6060606060606061,29771.81,0.0
P0036,E04,1,39749.96,39749.96,1,0.0,0.0,1,False,1,0.0,30.0,39749.96,0.0
P0036,E06,1,101203.68,101203.68,1,0.0,1.0,1,False,1,0.0,30.0,101203.68,0.0
P0035,E08,1,232763.35,232763.35,1,0.0,0.0,1,False,1,0.0,30.0,232763.35,0.0
P0032,E14,2,107012.62,53506.31,2,0.0,0.0,1,False,45,0.0,1.3333333333333333,107012.62,0.0
P0032,E16,1,80802.87,80802.87,1,0.0,0.0,1,False,1,0.0,30.0,80802.87,0.0
P0032,E17,3,338903.07,112967.69,3,0.0,0.3333333333333333,2,False,410,0.0,0.2195121951219512,169451.535,0.0
P0033,E00,1,135698.52,135698.52,1,0.0,0.0,1,False,1,0.0,30.0,135698.52,0.0
P0033,E01,1,53219.74,53219.74,1,1.0,0.0,1,False,1,0.0,30.0,53219.74,0.0
P0033,E03,1,993720.1,993720.1,1,0.0,0.0,1,False,1,0.0,30.0,993720.1,0.0
P0033,E05,3,1019394.39,339798.13,3,0.0,0.3333333333333333,3,False,927,0.0,0.0970873786407767,339798.13,0.0
P0033,E06,2,142228.44,71114.22,2,0.0,0.0,2,False,392,0.0,0.1530612244897959,71114.22,0.0
P0034,E10,1,36875.33,36875.33,1,0.0,0.0,1,False,1,0.0,30.0,36875.33,0.0
P0033,E08,1,31876.76,31876.76,1,0.0,0.0,1,False,1,0.0,30.0,31876.76,0.0
P0033,E09,2,87036.68,43518.34,2,0.0,0.0,2,False,411,0.0,0.145985401459854,43518.34,0.0
P0033,E10,1,14864.3,14864.3,1,0.0,0.0,1,False,1,0.0,30.0,14864.3,0.0
P0033,E12,2,125184.96,62592.48,2,0.0,0.0,2,False,599,0.0,0.1001669449081803,62592.48,0.0
P0033,E17,1,29010.88,29010.88,1,0.0,0.0,1,False,1,0.0,30.0,29010.88,0.0
P0034,E01,2,123719.24000000002,61859.62000000001,2,0.0,0.5,2,False,393,0.0,0.1526717557251908,61859.62000000001,0.0
P0034,E06,1,90896.06,90896.06,1,0.0,0.0,1,False,1,0.0,30.0,90896.06,0.0
P0034,E08,3,229005.82,76335.27333333333,2,0.0,0.6666666666666666,2,False,1039,0.3333333333333333,0.0866217516843118,114502.91,0.0
P0033,E07,1,63891.59,63891.59,1,0.0,0.0,1,False,1,0.0,30.0,63891.59,0.0
P0051,E17,2,38077.09,19038.545,2,0.5,0.0,1,False,387,0.0,0.1550387596899224,38077.09,0.0
P0052,E00,1,50478.66,50478.66,1,0.0,1.0,1,False,1,0.0,30.0,50478.66,0.0
P0052,E02,1,658102.99,658102.99,1,0.0,0.0,1,False,1,0.0,30.0,658102.99,0.0
P0052,E04,1,27371.73,27371.73,1,0.0,0.0,1,False,1,0.0,30.0,27371.73,0.0
P0052,E09,3,1145193.83,381731.2766666667,3,0.0,0.3333333333333333,3,False,847,0.0,0.1062573789846517,381731.2766666667,0.0
P0052,E16,1,39612.11,39612.11,1,0.0,0.0,1,False,1,0.0,30.0,39612.11,0.0
P0052,E17,6,690251.65,115041.94166666668,2,0.0,0.1666666666666666,3,False,471,0.6666666666666667,0.3821656050955414,230083.88333333333,0.0
P0053,E00,2,239056.65,119528.325,2,0.0,0.5,1,False,179,0.0,0.3351955307262569,239056.65,0.0
P0043,E16,1,4738.95,4738.95,1,0.0,1.0,1,False,1,0.0,30.0,4738.95,0.0
P0053,E03,2,61527.29,30763.645,1,0.0,0.0,1,False,330,0.5,0.1818181818181818,61527.29,0.0
P0053,E05,2,323900.21,161950.105,2,0.0,0.5,2,False,490,0.0,0.1224489795918367,161950.105,0.0
P0053,E06,3,138977.8,46325.93333333333,3,0.0,0.6666666666666666,2,False,276,0.0,0.3260869565217391,69488.9,0.0
P0053,E07,1,88891.62,88891.62,1,0.0,0.0,1,False,1,0.0,30.0,88891.62,0.0
P0053,E08,3,216134.17,72044.72333333334,3,0.0,0.3333333333333333,2,False,627,0.0,0.1435406698564593,108067.085,0.0
P0053,E09,1,199192.56,199192.56,1,1.0,0.0,1,False,1,0.0,30.0,199192.56,0.0
P0053,E16,1,50035.14,50035.14,1,0.0,1.0,1,False,1,0.0,30.0,50035.14,0.0
P0054,E04,1,62859.81,62859.81,1,0.0,0.0,1,False,1,0.0,30.0,62859.81,0.0
P0053,E01,2,746707.0,373353.5,2,0.0,0.0,1,False,490,0.0,0.1224489795918367,746707.0,0.0
P0050,E08,3,551236.3099999999,183745.43666666665,3,0.0,0.0,2,False,738,0.0,0.1219512195121951,275618.155,0.0
P0050,E10,2,647818.9,323909.45,2,0.0,0.0,2,False,188,0.0,0.3191489361702128,323909.45,0.0
P0050,E11,1,15005.22,15005.22,1,0.0,0.0,1,False,1,0.0,30.0,15005.22,0.0
P0050,E12,1,90697.01,90697.01,1,0.0,0.0,1,False,1,0.0,30.0,90697.01,0.0
P0050,E13,1,494005.35,494005.35,1,0.0,0.0,1,False,1,0.0,30.0,494005.35,0.0
P0050,E17,2,56556.96,28278.48,1,0.5,0.5,1,False,108,0.5,0.5555555555555556,56556.96,0.0
P0051,E00,5,480542.35,96108.47,5,0.2,0.2,3,False,393,0.0,0.3816793893129771,160180.78333333333,0.0
P0051,E01,1,14699.63,14699.63,1,0.0,1.0,1,False,1,0.0,30.0,14699.63,0.0
P0051,E16,2,293324.19,146662.095,2,0.0,0.5,2,False,364,0.0,0.1648351648351648,146662.095,0.0
P0051,E05,1,128555.3,128555.3,1,0.0,1.0,1,False,1,0.0,30.0,128555.3,0.0
P0051,E06,1,22990.46,22990.46,1,0.0,0.0,1,False,1,0.0,30.0,22990.46,0.0
P0051,E08,2,172784.24,86392.12,2,0.0,0.0,2,False,930,0.0,0.064516129032258,86392.12,0.0
P0051,E09,2,114948.19,57474.095,2,0.0,0.0,2,False,583,0.0,0.1029159519725557,57474.095,0.0
P0051,E11,1,12042.87,12042.87,1,0.0,0.0,1,False,1,0.0,30.0,12042.87,0.0
P0051,E12,1,81068.38,81068.38,1,0.0,0.0,1,False,1,0.0,30.0,81068.38,0.0
P0051,E13,1,44462.82,44462.82,1,0.0,0.0,1,False,1,0.0,30.0,44462.82,0.0
P0051,E15,2,140617.63,70308.815,2,0.0,0.0,1,False,41,0.0,1.4634146341463414,140617.63,0.0
P0051,E04,1,61663.99,61663.99,1,0.0,0.0,1,False,1,0.0,30.0,61663.99,0.0
P0055,E16,1,42303.16,42303.16,1,0.0,0.0,1,False,1,0.0,30.0,42303.16,0.0
P0055,E17,1,121004.19,121004.19,1,0.0,0.0,1,False,1,0.0,30.0,121004.19,0.0
P0056,E00,3,226898.72,75632.90666666666,3,0.0,0.6666666666666666,2,False,944,0.0,0.0953389830508474,113449.36,0.0
P0056,E01,1,55632.42,55632.42,1,0.0,1.0,1,False,1,0.0,30.0,55632.42,0.0
P0056,E03,1,61617.31,61617.31,1,1.0,0.0,1,False,1,0.0,30.0,61617.31,0.0
P0056,E07,1,41452.37,41452.37,1,0.0,0.0,1,False,1,0.0,30.0,41452.37,0.0
P0056,E08,1,77878.73,77878.73,1,0.0,0.0,1,False,1,0.0,30.0,77878.73,0.0
P0056,E09,2,123772.88,61886.44,1,0.0,0.0,2,False,466,0.5,0.1287553648068669,61886.44,0.0
P0054,E05,2,48534.4,24267.2,2,0.0,0.0,1,False,728,0.0,0.0824175824175824,48534.4,0.0
P0056,E12,1,303132.15,303132.15,1,0.0,0.0,1,False,1,0.0,30.0,303132.15,0.0
P0056,E13,1,75144.09,75144.09,1,0.0,1.0,1,False,1,0.0,30.0,75144.09,0.0
P0056,E14,2,75165.98999999999,37582.995,2,0.0,0.0,2,False,70,0.0,0.8571428571428571,37582.995,0.0
P0056,E15,1,94016.86,94016.86,1,0.0,1.0,1,False,1,0.0,30.0,94016.86,0.0
P0056,E17,1,67303.73000000001,67303.73000000001,1,0.0,0.0,1,False,1,0.0,30.0,67303.73000000001,0.0
P0057,E00,1,13103.05,13103.05,1,0.0,0.0,1,False,1,0.0,30.0,13103.05,0.0
P0057,E01,1,127102.18,127102.18,1,0.0,1.0,1,False,1,0.0,30.0,127102.18,0.0
P0057,E02,1,96476.4,96476.4,1,0.0,0.0,1,False,1,0.0,30.0,96476.4,0.0
P0056,E10,2,435024.52,217512.26,2,0.0,0.0,2,False,447,0.0,0.1342281879194631,217512.26,0.0
P0054,E07,3,147204.02,49068.00666666666,2,0.3333333333333333,0.3333333333333333,2,False,549,0.3333333333333333,0.1639344262295081,73602.01,0.0
P0054,E12,1,7295.51,7295.51,1,0.0,0.0,1,False,1,0.0,30.0,7295.51,0.0
P0054,E13,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0054,E14,1,55019.98,55019.98,1,0.0,0.0,1,False,1,0.0,30.0,55019.98,0.0
P0054,E15,1,26269.69,26269.69,1,0.0,0.0,1,False,1,0.0,30.0,26269.69,0.0
P0054,E16,1,56525.4,56525.4,1,0.0,0.0,1,False,1,0.0,30.0,56525.4,0.0
P0054,E17,1,21599.29,21599.29,1,0.0,0.0,1,False,1,0.0,30.0,21599.29,0.0
P0055,E00,1,96033.37,96033.37,1,0.0,1.0,1,False,1,0.0,30.0,96033.37,0.0
P0055,E15,1,126779.05,126779.05,1,0.0,1.0,1,False,1,0.0,30.0,126779.05,0.0
P0055,E05,1,61718.89,61718.89,1,0.0,1.0,1,False,1,0.0,30.0,61718.89,0.0
P0055,E06,1,28603.4,28603.4,1,0.0,1.0,1,False,1,0.0,30.0,28603.4,0.0
P0055,E08,1,19894.93,19894.93,1,0.0,0.0,1,False,1,0.0,30.0,19894.93,0.0
P0055,E10,1,101247.26,101247.26,1,0.0,0.0,1,False,1,0.0,30.0,101247.26,0.0
P0055,E11,1,54418.96,54418.96,1,1.0,0.0,1,False,1,0.0,30.0,54418.96,0.0
P0055,E12,1,38969.22,38969.22,1,0.0,0.0,1,False,1,0.0,30.0,38969.22,0.0
P0055,E13,1,21459.4,21459.4,1,0.0,1.0,1,False,1,0.0,30.0,21459.4,0.0
P0055,E14,1,88299.25,88299.25,1,0.0,0.0,1,False,1,0.0,30.0,88299.25,0.0
P0055,E02,3,56895.68,18965.226666666666,2,0.0,0.3333333333333333,3,False,679,0.3333333333333333,0.1325478645066274,18965.226666666666,0.0
P0045,E04,1,94964.89,94964.89,1,0.0,0.0,1,False,1,0.0,30.0,94964.89,0.0
P0045,E07,1,82313.57,82313.57,1,0.0,0.0,1,False,1,0.0,30.0,82313.57,0.0
P0045,E08,1,69551.84,69551.84,1,0.0,0.0,1,False,1,0.0,30.0,69551.84,0.0
P0045,E09,1,10320.6,10320.6,1,0.0,0.0,1,False,1,0.0,30.0,10320.6,0.0
P0045,E11,1,13915.69,13915.69,1,0.0,0.0,1,False,1,0.0,30.0,13915.69,0.0
P0045,E14,1,49235.87,49235.87,1,0.0,0.0,1,False,1,0.0,30.0,49235.87,0.0
P0045,E15,1,103798.05,103798.05,1,0.0,0.0,1,False,1,0.0,30.0,103798.05,0.0
P0045,E16,1,106740.39,106740.39,1,0.0,0.0,1,False,1,0.0,30.0,106740.39,0.0
P0050,E07,1,36841.18,36841.18,1,1.0,0.0,1,False,1,0.0,30.0,36841.18,0.0
P0046,E01,1,552380.44,552380.44,1,0.0,0.0,1,False,1,0.0,30.0,552380.44,0.0
P0046,E02,2,110575.97,55287.985,2,0.0,0.0,2,False,453,0.0,0.1324503311258278,55287.985,0.0
P0046,E03,1,19983.5,19983.5,1,1.0,0.0,1,False,1,0.0,30.0,19983.5,0.0
P0046,E04,1,108386.31,108386.31,1,0.0,0.0,1,False,1,0.0,30.0,108386.31,0.0
P0046,E06,1,84035.49,84035.49,1,0.0,0.0,1,False,1,0.0,30.0,84035.49,0.0
P0046,E07,1,81552.51,81552.51,1,0.0,0.0,1,False,1,0.0,30.0,81552.51,0.0
P0046,E11,1,60300.43,60300.43,1,0.0,0.0,1,False,1,0.0,30.0,60300.43,0.0
P0046,E12,1,19933.14,19933.14,1,0.0,0.0,1,False,1,0.0,30.0,19933.14,0.0
P0046,E00,1,20819.67,20819.67,1,0.0,0.0,1,False,1,0.0,30.0,20819.67,0.0
P0043,E17,1,87778.4,87778.4,1,0.0,1.0,1,False,1,0.0,30.0,87778.4,0.0
P0044,E00,1,6910.18,6910.18,1,0.0,0.0,1,False,1,0.0,30.0,6910.18,0.0
P0044,E02,1,63924.72,63924.72,1,0.0,0.0,1,False,1,0.0,30.0,63924.72,0.0
P0044,E03,2,551153.3099999999,275576.655,2,0.0,0.0,1,False,385,0.0,0.1558441558441558,551153.3099999999,0.0
P0044,E05,1,67993.38,67993.38,1,0.0,0.0,1,False,1,0.0,30.0,67993.38,0.0
P0044,E06,1,208509.91,208509.91,1,0.0,1.0,1,False,1,0.0,30.0,208509.91,0.0
