id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico
C003307,P0160,E09,F046,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,45295.26,2025-09-13,False,False,normal
C000348,P0097,E06,F039,Contratación Directa,Suministro de combustible,goods,5852.53,2026-03-30,False,False,normal
C000386,P0197,E12,F021,Contratación Directa,Servicio de mantenimiento de infraestructura,services,32331.82,2023-09-08,False,False,normal
C000198,P0073,E11,F054,Comparación de Precios,Servicio de transporte,services,103011.35,2023-11-08,False,False,normal
C900013,P0022,E00,F010,Contratación Directa,Adquisición de bienes de oficina,goods,238528.87,2024-10-16,True,False,favoritismo_sembrado
C001709,P0079,E08,F005,Contratación Directa,Obra de rehabilitación vial,works,6621.2,2024-07-13,False,False,normal
C001050,P0154,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,13385.0,2023-05-19,False,False,normal
C000590,P0182,E04,F053,Comparación de Precios,Consultoría en ingeniería,services,345465.32,2026-01-02,False,False,normal
C000519,P0141,E09,F046,,Adquisición de materiales de construcción,goods,,2024-08-13,False,False,normal
C002490,P0088,E04,F019,Adjudicación Simplificada,Suministro de combustible,goods,70687.29,2025-01-17,False,False,normal
C001628,P0039,E10,F026,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,25566.98,2025-11-04,False,False,normal
C002988,P0057,E16,F057,Licitación Pública,Consultoría en ingeniería,services,260867.86,2026-02-24,False,False,normal
C002512,P0124,E07,F023,Adjudicación Simplificada,Obra de rehabilitación vial,works,14681.05,2023-02-25,False,False,normal
C000429,P0218,E12,F021,Concurso Público,Obra de rehabilitación vial,works,87525.69,2024-03-11,False,False,normal
C001083,P0024,E09,F027,Comparación de Precios,Adquisición de bienes de oficina,goods,98761.64,2025-09-24,False,False,normal
C002183,P0007,E05,F047,Concurso Público,Servicio de mantenimiento de infraestructura,services,54619.81,2025-11-10,False,False,normal
C002043,P0170,E06,F006,Comparación de Precios,Suministro de combustible,goods,71335.5,2023-05-02,False,False,normal
C000207,P0104,E04,F053,Contratación Directa,Consultoría en ingeniería,services,14792.72,2025-06-26,False,False,normal
C000491,P0001,E02,F011,Comparación de Precios,Servicio de capacitación,services,953062.62,2023-03-02,False,False,normal
C800027,P0052,E17,F012,Licitación Pública Abreviada,Adquisición de bienes de oficina,goods,135167.92,2025-09-09,False,True,fraccionamiento_sembrado
C001809,P0070,E16,F042,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,49179.49,2024-08-25,False,False,normal
C002102,P0181,E04,F053,Comparación de Precios,Servicio de capacitación,services,125692.03,2025-10-30,False,False,normal
C700096,P0054,E10,F004,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,792667.69,2025-05-15,False,False,hard_negative_concentracion_legitima
C000792,P0156,E04,F019,Comparación de Precios,Servicio de capacitación,services,45524.61,2025-08-23,False,False,normal
C003063,P0196,E07,F023,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,39766.59,2026-02-17,False,False,normal
C002668,P0133,E10,F026,Contratación Directa,Servicio de mantenimiento de infraestructura,services,209544.33,2025-04-03,False,False,normal
C001186,P0201,E09,F043,Concurso Público,Servicio de limpieza y vigilancia,services,34543.84,2024-08-10,False,False,normal
C001980,P0079,E10,F004,Licitación Pública,Servicio de transporte,services,53231.5,2023-02-26,False,False,normal
C001185,P0193,E16,F057,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,409883.08,2023-07-02,False,False,normal
C001550,P0001,E07,F013,Comparación de Precios,Obra de rehabilitación vial,works,127942.19,2026-05-04,False,False,normal
C002375,P0022,E15,F035,Concurso Público,Adquisición de bienes de oficina,goods,15897.07,2023-07-07,False,False,normal
C001915,P0174,E00,F038,Comparación de Precios,Adquisición de materiales de construcción,goods,27698.51,2025-10-22,False,False,normal
C002321,P0177,E01,F017,Adjudicación Simplificada,Suministro de combustible,goods,64587.41,2025-12-11,False,False,normal
C002746,P0034,E16,F002,Adjudicación Simplificada,Servicio de transporte,services,27293.6,2025-02-07,False,False,normal
C001530,P0050,E00,F010,Licitación Pública,Obra de rehabilitación vial,works,96594.85,2023-09-25,False,False,normal
C001410,P0073,E11,F054,Concurso Público,Obra de rehabilitación vial,works,252542.74,2023-04-24,False,False,normal
C001476,P0186,E13,F056,Adjudicación Simplificada,Consultoría en ingeniería,services,,2024-04-23,False,False,normal
C700053,P0205,E17,F012,Licitación Pública,Servicio de limpieza y vigilancia,services,496027.41,2025-11-29,False,False,hard_negative_concentracion_legitima
C002935,P0197,E08,F028,Comparación de Precios,Servicio de transporte,services,187997.94,2025-04-19,False,False,normal
C001797,P0177,E07,F036,Concurso Público,Servicio de mantenimiento de infraestructura,services,102883.84,2024-07-10,False,False,normal
C000083,P0142,E11,F049,Comparación de Precios,Servicio de capacitación,services,73378.65,2025-05-05,False,False,normal
C001978,P0017,E00,F038,Comparación de Precios,Obra de rehabilitación vial,works,45384.72,2024-03-05,False,False,normal
C002910,P0020,E03,F000,Licitación Pública,Adquisición de materiales de construcción,goods,63058.83,2025-10-11,False,False,normal
C001999,P0216,E14,F029,Comparación de Precios,Servicio de transporte,services,173134.56,2025-06-05,False,False,normal
C002740,P0131,E05,F037,Adjudicación Simplificada,Suministro de combustible,goods,22176.06,2023-05-08,False,False,normal
C000020,P0009,E15,F035,Concurso Público,Servicio de capacitación,services,998574.32,2023-10-19,False,False,normal
C002080,P0214,E10,F004,Contratación Directa,Adquisición de materiales de construcción,goods,49228.39,2023-06-20,False,False,normal
C001627,P0150,E06,F006,Concurso Público,Adquisición de bienes de oficina,goods,40276.93,2023-12-17,False,False,normal
C002571,P0140,E07,F013,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,55472.1,2024-08-28,False,False,normal
C900022,P0012,E01,F017,Contratación Directa,Servicio de limpieza y vigilancia,services,,2025-03-22,True,False,favoritismo_sembrado
C001405,P0175,E14,F029,Contratación Directa,Servicio de transporte,services,14087.66,2025-05-19,False,False,normal
C003245,P0099,E02,F051,Licitación Pública,Servicio de transporte,services,142620.12,2024-01-21,False,False,normal
C001730,P0062,E01,F017,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,,2023-10-04,False,False,normal
C001562,P0030,E15,F035,Licitación Pública,Servicio de limpieza y vigilancia,services,13894.87,2023-01-08,False,False,normal
C800018,P0204,E05,F059,Concurso Público Abreviado,Servicio de transporte,services,144231.53,2026-04-27,False,True,fraccionamiento_sembrado
C003320,P0166,E16,F024,Comparación de Precios,Suministro de combustible,goods,415836.78,2025-05-04,False,False,normal
C700057,P0205,E17,F003,Licitación Pública,Servicio de limpieza y vigilancia,services,140772.71,2026-01-28,False,False,hard_negative_concentracion_legitima
C000973,P0202,E01,F017,Licitación Pública,Servicio de limpieza y vigilancia,services,135682.12,2025-05-22,False,False,normal
C001710,P0057,E06,F006,Comparación de Precios,Consultoría en ingeniería,services,12972.85,2025-07-06,False,False,normal
C002416,P0030,E02,F025,Concurso Público,Adquisición de materiales de construcción,goods,7342.82,2025-06-26,False,False,normal
C001098,P0198,E00,F038,Comparación de Precios,Obra de rehabilitación vial,works,184751.1,2023-10-23,False,False,normal
C000886,P0172,E01,F018,,Obra de rehabilitación vial,works,142317.68,2024-08-24,False,False,normal
C002240,P0150,E01,F048,Comparación de Precios,Adquisición de equipos informáticos,goods,100984.25,2025-03-13,False,False,normal
C003368,P0019,E06,F006,Contratación Directa,Adquisición de materiales de construcción,goods,137179.16,2023-01-19,False,False,normal
C700059,P0205,E17,F031,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,700263.82,2026-05-02,False,False,hard_negative_concentracion_legitima
C000737,P0184,E12,F050,Contratación Directa,Adquisición de bienes de oficina,goods,318418.31,2024-12-19,False,False,normal
C001453,P0207,E06,F039,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,127109.2,2026-02-04,False,False,normal
C002915,P0077,E13,F058,Adjudicación Simplificada,Servicio de transporte,services,110196.19,2024-09-21,False,False,normal
C003268,P0171,E13,F056,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,66561.86,2026-02-07,False,False,normal
C000906,P0118,E15,F035,Contratación Directa,,goods,40920.04,2026-06-07,False,False,normal
C002223,P0019,E04,F019,Concurso Público,Servicio de limpieza y vigilancia,services,32048.19,2023-06-11,False,False,normal
C002727,P0197,E04,F053,Concurso Público,Consultoría en ingeniería,services,47424.38,2023-09-01,False,False,normal
C000947,P0052,E09,F033,Adjudicación Simplificada,Obra de rehabilitación vial,works,66180.62,2024-11-24,False,False,normal
C002318,P0179,E12,F050,Adjudicación Simplificada,Consultoría en ingeniería,services,32946.98,2023-07-12,False,False,normal
C002473,P0200,E03,F000,Comparación de Precios,Servicio de capacitación,services,7507.85,2024-07-13,False,False,normal
C000715,P0113,E11,F007,Contratación Directa,,services,38410.97,2026-04-12,False,False,normal
C002462,P0110,E16,F042,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,89310.62,2023-10-09,False,False,normal
C000686,P0008,E08,F014,Licitación Pública,Obra de rehabilitación vial,works,29376.37,2025-10-22,False,False,normal
C003161,P0018,E17,F003,Comparación de Precios,Adquisición de equipos informáticos,goods,297214.61,2025-02-24,False,False,normal
C003324,P0176,E07,F036,Comparación de Precios,Suministro de combustible,goods,177483.66,2024-06-04,False,False,normal
C900065,P0064,E00,F041,Contratación Directa,Adquisición de materiales de construcción,goods,448170.34,2025-12-27,True,False,favoritismo_sembrado
C000885,P0084,E00,F038,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,89241.66,2024-08-28,False,False,normal
C000917,P0219,E16,F002,Comparación de Precios,Suministro de combustible,goods,163277.4,2023-09-09,False,False,normal
C002284,P0091,E10,F008,Contratación Directa,Servicio de capacitación,services,168415.61,2023-09-07,False,False,normal
C002340,P0172,E15,F035,Comparación de Precios,Servicio de transporte,services,64138.73,2023-08-29,False,False,normal
C001265,P0059,E01,F018,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,75122.32,2025-03-31,False,False,normal
C000483,P0019,E15,F035,Licitación Pública,Adquisición de bienes de oficina,goods,36672.33,2024-11-25,False,False,normal
C003263,P0168,E13,F055,,Servicio de mantenimiento de infraestructura,services,33618.47,2024-07-31,False,False,normal
C900042,P0074,E06,F039,Contratación Directa,Adquisición de bienes de oficina,goods,349804.6,2024-02-11,True,False,favoritismo_sembrado
C000277,P0183,E03,F000,Licitación Pública,Suministro de combustible,goods,95055.15,2025-02-20,False,False,normal
C000988,P0188,E05,F059,Licitación Pública,Suministro de combustible,goods,29701.69,2023-10-05,False,False,normal
C001245,P0084,E00,F010,Comparación de Precios,Adquisición de materiales de construcción,goods,96055.66,2025-08-27,False,False,normal
C000571,P0079,E13,F056,Concurso Público,Servicio de transporte,services,68952.22,2025-09-25,False,False,normal
C001435,P0024,E10,F004,Licitación Pública,Servicio de transporte,services,70802.63,2024-09-28,False,False,normal
C000993,P0039,E08,F014,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,169270.55,2025-03-06,False,False,normal
C002099,P0145,E00,F010,Contratación Directa,Obra de rehabilitación vial,works,43474.18,2023-12-01,False,False,normal
C002095,P0036,E04,F030,Licitación Pública,Servicio de mantenimiento de infraestructura,services,39749.96,2023-03-29,False,False,normal
C000585,P0140,E04,F019,Comparación de Precios,Consultoría en ingeniería,services,170425.28,2026-02-26,False,False,normal
C001349,P0043,E12,F050,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,15801.41,2024-07-10,False,False,normal
C001007,P0053,E08,F015,Comparación de Precios,Adquisición de materiales de construcción,goods,42062.15,2025-07-16,False,False,normal
C000674,P0203,E13,F058,Contratación Directa,Servicio de limpieza y vigilancia,services,116823.28,2026-03-15,False,False,normal
C000447,P0128,E14,F016,Comparación de Precios,Servicio de limpieza y vigilancia,services,894468.63,2023-12-03,False,False,normal
C002111,P0164,E15,F035,Comparación de Precios,Adquisición de materiales de construcción,goods,273284.57,2025-09-28,False,False,normal
C003035,P0037,E07,F036,Contratación Directa,Adquisición de materiales de construcción,goods,39052.36,2025-01-05,False,False,normal
C002064,P0211,E04,F030,,Obra de rehabilitación vial,works,77401.29,2026-01-02,False,False,normal
C002932,P0043,E03,F000,Adjudicación Simplificada,Suministro de combustible,goods,73141.83,2026-05-19,False,False,normal
C002320,P0035,E01,F048,Comparación de Precios,Adquisición de bienes de oficina,goods,46188.53,2024-12-09,False,False,normal
C001690,P0141,E09,F027,Comparación de Precios,Servicio de transporte,services,26693.56,2024-01-03,False,False,normal
C003058,P0128,E14,F029,Adjudicación Simplificada,,goods,330368.24,2024-10-30,False,False,normal
C001247,P0017,E00,F010,Comparación de Precios,Obra de rehabilitación vial,works,158758.2,2026-03-08,False,False,normal
C001985,P0121,E16,F057,Adjudicación Simplificada,Servicio de transporte,services,35408.0,2024-02-08,False,False,normal
C000294,P0111,E14,F016,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,14369.51,2025-07-28,False,False,normal
C001547,P0034,E17,F012,Licitación Pública,Servicio de capacitación,services,72390.94,2024-12-20,False,False,normal
C002012,P0099,E06,F006,,Adquisición de bienes de oficina,goods,82675.32,2025-07-31,False,False,normal
C000588,P0203,E07,F036,Contratación Directa,Servicio de mantenimiento de infraestructura,services,143196.84,2024-01-03,False,False,normal
C002840,P0079,E13,F056,Comparación de Precios,Adquisición de equipos informáticos,goods,144084.02,2024-05-21,False,False,normal
C000425,P0143,E08,F015,Comparación de Precios,Adquisición de equipos informáticos,goods,115895.31,2023-12-06,False,False,normal
C001054,P0063,E08,F028,Comparación de Precios,Obra de rehabilitación vial,works,12623.1,2023-08-18,False,False,normal
C003079,P0003,E09,F027,Comparación de Precios,Consultoría en ingeniería,services,16154.91,2025-06-23,False,False,normal
C000556,P0172,E02,F051,Comparación de Precios,Adquisición de equipos informáticos,goods,30195.37,2025-04-14,False,False,normal
C003140,P0161,E11,F054,Adjudicación Simplificada,Servicio de transporte,services,246862.98,2023-01-18,False,False,normal
C003282,P0095,E14,F040,Contratación Directa,Consultoría en ingeniería,services,670276.88,2023-06-11,False,False,normal
C003279,P0014,E00,F038,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,135618.82,2024-06-13,False,False,normal
C002509,P0094,E12,F050,Contratación Directa,Servicio de transporte,services,316457.06,2026-01-16,False,False,normal
C001193,P0054,E07,F013,Contratación Directa,Consultoría en ingeniería,services,79802.54,2024-07-01,False,False,normal
C001716,P0109,E02,F011,Adjudicación Simplificada,Servicio de transporte,services,48779.12,2025-08-10,False,False,normal
C002516,P0078,E14,F040,Comparación de Precios,Adquisición de bienes de oficina,goods,46914.27,2023-11-26,False,False,normal
C003339,P0205,E15,F035,Concurso Público,Adquisición de equipos informáticos,goods,281863.8,2025-12-20,False,False,normal
C002279,P0051,E17,F031,Licitación Pública,Obra de rehabilitación vial,works,19062.9,2023-01-25,False,False,normal
C001285,P0010,E15,F035,Comparación de Precios,Consultoría en ingeniería,services,22173.94,2025-12-25,False,False,normal
C003208,P0135,E09,F046,Comparación de Precios,Obra de rehabilitación vial,works,153496.15,2025-04-01,False,False,normal
C003093,P0191,E14,F029,Comparación de Precios,Adquisición de equipos informáticos,goods,66184.93,2026-06-03,False,False,normal
C003008,P0067,E12,F021,Adjudicación Simplificada,Servicio de capacitación,services,47798.42,2026-02-13,False,False,normal
C002087,P0194,E16,F024,,Servicio de transporte,services,56049.37,2024-04-05,False,False,normal
C001889,P0101,E16,F002,Adjudicación Simplificada,Obra de rehabilitación vial,works,64822.23,2025-08-07,False,False,normal
C001591,P0176,E06,F006,Licitación Pública,Servicio de capacitación,services,34955.45,2025-09-12,False,False,normal
C003267,P0007,E08,F028,Adjudicación Simplificada,Servicio de transporte,services,27367.25,2023-02-24,False,False,normal
C002618,P0130,E11,F054,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,115956.58,2025-11-26,False,False,normal
C002985,P0183,E17,F003,Comparación de Precios,Consultoría en ingeniería,services,444836.69,2023-06-08,False,False,normal
C001137,P0192,E17,F012,Comparación de Precios,Obra de rehabilitación vial,works,55086.91,2025-11-18,False,False,normal
C002366,P0146,E12,F050,Comparación de Precios,Adquisición de equipos informáticos,goods,98636.89,2026-05-18,False,False,normal
C800007,P0219,E06,F039,Adjudicación Simplificada,Consultoría en ingeniería,services,180349.38,2024-10-28,False,True,fraccionamiento_sembrado
C700004,P0178,E01,F017,Adjudicación Simplificada,Servicio de capacitación,services,366534.54,2026-06-23,False,False,hard_negative_concentracion_legitima
C001711,P0088,E16,F024,Licitación Pública,Servicio de transporte,services,34562.09,2025-05-12,False,False,normal
C003143,P0085,E10,F026,Concurso Público,Consultoría en ingeniería,services,112191.83,2024-08-21,False,False,normal
C000453,P0202,E08,F028,Licitación Pública,Adquisición de materiales de construcción,goods,10837.57,2023-04-22,False,False,normal
C000913,P0166,E14,F029,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,28390.37,2026-06-27,False,False,normal
C002813,P0123,E10,F004,Comparación de Precios,Servicio de capacitación,services,80490.25,2023-06-10,False,False,normal
C001199,P0213,E05,F047,Contratación Directa,Adquisición de bienes de oficina,goods,156140.46,2025-03-04,False,False,normal
C001274,P0068,E05,F009,Comparación de Precios,Consultoría en ingeniería,services,9713.21,2023-10-13,False,False,normal
C000037,P0108,E14,F016,Comparación de Precios,,services,108110.2,2025-02-04,False,False,normal
C000974,P0078,E08,F020,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,57690.01,2023-12-17,False,False,normal
C000983,P0147,E17,F012,Adjudicación Simplificada,Obra de rehabilitación vial,works,92139.08,2025-09-08,False,False,normal
C002475,P0180,E11,F007,Concurso Público,Suministro de combustible,goods,390173.34,2024-08-13,False,False,normal
C001418,P0002,E04,F030,Licitación Pública,Adquisición de bienes de oficina,goods,42343.23,2024-06-25,False,False,normal
C001560,P0074,E01,F048,Concurso Público,Adquisición de equipos informáticos,goods,83843.5,2024-08-14,False,False,normal
C000039,P0147,E13,F058,Comparación de Precios,Consultoría en ingeniería,services,75689.97,2024-03-01,False,False,normal
C001486,P0214,E04,F019,Concurso Público,Adquisición de materiales de construcción,goods,134828.53,2024-05-26,False,False,normal
C002687,P0025,E02,F025,Licitación Pública,Consultoría en ingeniería,services,12181.61,2025-04-14,False,False,normal
C000169,P0073,E12,F021,Concurso Público,Consultoría en ingeniería,services,25159.6,2023-04-05,False,False,normal
C001355,P0020,E03,F000,Comparación de Precios,Servicio de capacitación,services,25775.71,2024-03-28,False,False,normal
C002211,P0023,E03,F000,Adjudicación Simplificada,Consultoría en ingeniería,services,64461.66,2024-07-06,False,False,normal
C003328,P0180,E14,F040,Licitación Pública,Servicio de limpieza y vigilancia,services,131699.58,2026-01-27,False,False,normal
C002431,P0147,E12,F021,Adjudicación Simplificada,Consultoría en ingeniería,services,17400.59,2024-04-27,False,False,normal
C002442,P0116,E12,F021,Adjudicación Simplificada,Obra de rehabilitación vial,works,264595.24,2024-11-30,False,False,normal
C001640,P0036,E08,F014,Concurso Público,Suministro de combustible,goods,,2023-08-30,False,False,normal
C001290,P0052,E16,F024,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,39612.11,2024-11-04,False,False,normal
C001380,P0124,E15,F035,Contratación Directa,Adquisición de equipos informáticos,goods,49357.22,2024-03-20,False,False,normal
C001933,P0209,E03,F000,Licitación Pública,Adquisición de materiales de construcción,goods,128970.93,2024-12-01,False,False,normal
C000579,P0116,E01,F017,Licitación Pública,Consultoría en ingeniería,services,20210.66,2023-04-29,False,False,normal
C002030,P0216,E07,F023,Comparación de Precios,Adquisición de equipos informáticos,goods,16374.68,2023-05-25,False,False,normal
C000892,P0076,E02,F044,Comparación de Precios,Servicio de capacitación,services,64722.02,2025-05-16,False,False,normal
C000780,P0172,E16,F057,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,362576.44,2024-01-16,False,False,normal
C000159,P0051,E15,F035,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,53991.39,2023-11-19,False,False,normal
C000002,P0171,E05,F032,Adjudicación Simplificada,Suministro de combustible,goods,50846.02,2026-05-25,False,False,normal
C003205,P0142,E17,F031,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,149817.16,2025-03-19,False,False,normal
C000849,P0046,E00,F010,Adjudicación Simplificada,Servicio de capacitación,services,20819.67,2024-07-08,False,False,normal
C002225,P0023,E15,F035,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,15925.02,2024-02-14,False,False,normal
C001596,P0094,E17,F003,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,200629.54,2023-12-20,False,False,normal
C001776,P0003,E16,F057,Comparación de Precios,Suministro de combustible,goods,54735.01,2023-03-26,False,False,normal
C001913,P0088,E14,F016,Contratación Directa,Obra de rehabilitación vial,works,82910.65,2025-07-22,False,False,normal
C001043,P0177,E13,F055,Licitación Pública,Adquisición de bienes de oficina,goods,147240.98,2023-06-09,False,False,normal
C001544,P0148,E13,F055,Adjudicación Simplificada,Suministro de combustible,goods,243764.06,2023-12-03,False,False,normal
C003367,P0008,E09,F033,Contratación Directa,Suministro de combustible,goods,356417.06,2026-03-10,False,False,normal
C000053,P0213,E12,F050,Comparación de Precios,Servicio de transporte,services,177942.81,2025-11-12,False,False,normal
C700071,P0156,E02,F044,Licitación Pública,Servicio de mantenimiento de infraestructura,services,662661.97,2024-06-30,False,False,hard_negative_concentracion_legitima
C001911,P0004,E01,F018,Adjudicación Simplificada,Consultoría en ingeniería,services,711704.55,2026-05-09,False,False,normal
C002486,P0145,E15,F035,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,28501.13,2024-12-04,False,False,normal
C000824,P0185,E02,F011,Licitación Pública,Servicio de limpieza y vigilancia,services,371342.1,2025-01-12,False,False,normal
C003311,P0165,E05,F047,Comparación de Precios,Suministro de combustible,goods,32559.74,2025-06-29,False,False,normal
C001389,P0118,E00,F041,Concurso Público,Servicio de capacitación,services,186433.49,2023-05-17,False,False,normal
C003031,P0068,E14,F029,Adjudicación Simplificada,Obra de rehabilitación vial,works,56835.29,2024-05-04,False,False,normal
C002591,P0203,E13,F056,Licitación Pública,Adquisición de equipos informáticos,goods,71146.48,2023-07-29,False,False,normal
C001607,P0017,E02,F051,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,125360.13,2026-05-06,False,False,normal
C001594,P0100,E17,F031,Licitación Pública,Adquisición de bienes de oficina,goods,148607.15,2024-02-22,False,False,normal
C000771,P0067,E08,F005,Comparación de Precios,,services,10893.27,2023-12-02,False,False,normal
C001868,P0001,E03,F000,Adjudicación Simplificada,Servicio de capacitación,services,269197.72,2025-12-14,False,False,normal
C001085,P0209,E10,F026,,Servicio de transporte,services,42724.32,2023-08-12,False,False,normal
C003083,P0132,E10,F026,Adjudicación Simplificada,Consultoría en ingeniería,services,37864.61,2024-12-21,False,False,normal
C001325,P0132,E06,F039,Adjudicación Simplificada,Suministro de combustible,goods,67578.01,2023-04-19,False,False,normal
C001463,P0119,E14,F040,Comparación de Precios,Servicio de capacitación,services,192926.85,2025-12-25,False,False,normal
C000806,P0151,E00,F010,Licitación Pública,,services,50082.56,2023-05-09,False,False,normal
C002274,P0079,E10,F004,Adjudicación Simplificada,Obra de rehabilitación vial,works,29034.54,2025-11-23,False,False,normal
C002757,P0126,E15,F035,Licitación Pública,Servicio de mantenimiento de infraestructura,services,38093.33,2026-05-09,False,False,normal
C002108,P0080,E17,F012,Contratación Directa,Consultoría en ingeniería,services,68267.94,2026-04-18,False,False,normal
C002630,P0038,E06,F039,Comparación de Precios,Obra de rehabilitación vial,works,16126.31,2025-08-25,False,False,normal
C900030,P0156,E02,F025,Contratación Directa,Adquisición de materiales de construcción,goods,456629.65,2024-06-05,True,False,favoritismo_sembrado
C000963,P0001,E13,F055,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,20426.33,2023-01-31,False,False,normal
C000398,P0159,E09,F034,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,33419.17,2023-06-16,False,False,normal
C003472,P0182,E05,F052,Licitación Pública,Consultoría en ingeniería,services,189454.36,2025-03-15,False,False,normal
C000704,P0080,E04,F019,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,,2024-03-24,False,False,normal
C000431,P0058,E16,F024,Licitación Pública,Obra de rehabilitación vial,works,8285.41,2023-02-20,False,False,normal
C000292,P0169,E03,F000,Adjudicación Simplificada,Servicio de transporte,services,85589.63,2025-03-16,False,False,normal
C700000,P0178,E01,F048,Concurso Público,,services,102613.93,2026-05-02,False,False,hard_negative_concentracion_legitima
C000145,P0144,E13,F056,Contratación Directa,Servicio de transporte,services,78684.7,2024-04-03,False,False,normal
C002033,P0154,E01,F018,Licitación Pública,Obra de rehabilitación vial,works,171255.64,2023-08-17,False,False,normal
C002600,P0090,E13,F058,Comparación de Precios,Servicio de transporte,services,106946.52,2025-06-15,False,False,normal
C001165,P0068,E07,F013,Contratación Directa,Servicio de limpieza y vigilancia,services,108045.87,2024-02-20,False,False,normal
C002050,P0170,E00,F038,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,9396.15,2024-10-08,False,False,normal
C002829,P0184,E11,F049,Concurso Público,Suministro de combustible,goods,332260.39,2026-01-17,False,False,normal
C000339,P0078,E07,F023,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,197084.85,2023-10-11,False,False,normal
C002238,P0053,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,,2023-10-07,False,False,normal
C000265,P0128,E04,F030,Comparación de Precios,Adquisición de bienes de oficina,goods,48348.74,2024-04-04,False,False,normal
C002880,P0061,E06,F006,Licitación Pública,Obra de rehabilitación vial,works,120996.73,2023-11-07,False,False,normal
C001771,P0132,E10,F008,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,107309.03,2024-01-13,False,False,normal
C000271,P0174,E05,F009,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,19399.68,2023-09-13,False,False,normal
C000696,P0105,E08,F005,Comparación de Precios,Servicio de transporte,services,23990.75,2023-02-03,False,False,normal
C900063,P0064,E00,F041,Comparación de Precios,Obra de rehabilitación vial,works,439620.58,2024-11-24,True,False,favoritismo_sembrado
C000244,P0139,E07,F023,Comparación de Precios,Servicio de transporte,services,50434.74,2026-03-28,False,False,normal
C003477,P0051,E17,F031,Contratación Directa,Consultoría en ingeniería,services,19014.19,2024-02-16,False,False,normal
C000476,P0168,E03,F000,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,37968.75,2025-12-11,False,False,normal
C002032,P0191,E16,F024,Comparación de Precios,Servicio de limpieza y vigilancia,services,113455.13,2023-03-24,False,False,normal
C003144,P0207,E08,F020,Contratación Directa,Servicio de capacitación,services,51174.55,2025-01-17,False,False,normal
C002682,P0179,E02,F051,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,25770.94,2023-08-10,False,False,normal
C000813,P0138,E13,F055,Licitación Pública,Adquisición de equipos informáticos,goods,280533.8,2024-11-17,False,False,normal
C001914,P0124,E13,F058,Contratación Directa,,services,25105.04,2024-05-27,False,False,normal
C003123,P0008,E17,F031,Adjudicación Simplificada,Obra de rehabilitación vial,works,49012.55,2023-06-24,False,False,normal
C900036,P0156,E02,F025,Contratación Directa,Adquisición de materiales de construcción,goods,392135.02,2024-06-29,True,False,favoritismo_sembrado
C001804,P0054,E13,F056,Adjudicación Simplificada,,works,214694.99,2025-08-27,False,False,normal
C002673,P0032,E17,F012,Licitación Pública,Consultoría en ingeniería,services,14131.81,2023-02-10,False,False,normal
C000250,P0186,E11,F049,Comparación de Precios,,goods,32093.2,2026-06-03,False,False,normal
C000545,P0013,E06,F006,Concurso Público,Servicio de limpieza y vigilancia,services,113542.92,2025-01-21,False,False,normal
