id_pago,id_contrato,fecha_devengado,fecha_girado,fecha_pagado,monto_devengado,monto_pagado,estado,escenario_sintetico
PG00004520,C002940,2024-07-08,2024-07-13,2024-08-02,15916.24,3489.69,PAGADO,completo
PG00004521,C002940,2024-08-12,2024-08-15,2024-08-28,8718.29,15886.66,PAGADO,completo
PG00004522,C002940,2024-08-14,2024-08-17,2024-08-25,14395.31,19653.49,PAGADO,completo
PG00004523,C001098,2023-11-09,2023-11-16,2023-11-29,40287.41,24187.9,PAGADO,completo
PG00004524,C001098,2023-11-30,2023-12-06,2023-12-22,19829.58,6730.62,PAGADO,completo
PG00004525,C001098,2024-01-09,2024-01-18,2024-01-27,15588.65,44787.12,PAGADO,completo
PG00004526,C003103,2023-07-09,2023-07-12,2023-07-19,20751.33,20751.33,PAGADO,parcial
PG00004527,C000886,2024-09-19,2024-09-20,2024-09-24,56672.65,14950.14,PAGADO,completo
PG00004528,C000886,2024-10-20,2024-10-22,2024-10-23,25033.26,72382.8,PAGADO,completo
PG00004529,C000886,2024-11-05,2024-11-09,2024-11-17,60611.77,54984.74,PAGADO,completo
PG00004530,C900308,2024-10-08,2024-10-16,2024-10-30,305713.61,287843.41,PAGADO,completo
PG00004531,C900308,2024-11-05,2024-11-08,2024-11-12,206577.49,224447.69,PAGADO,completo
PG00004532,C700280,2024-02-03,2024-02-11,2024-03-02,99748.46,48948.01,PAGADO,parcial
PG00004533,C700280,2024-03-10,2024-03-15,2024-03-29,86929.2,137729.65,PAGADO,parcial
PG00004534,C003485,2024-06-13,2024-06-23,2024-06-25,30679.49,20782.09,PAGADO,completo
PG00004535,C003485,2024-07-11,2024-07-20,2024-08-01,36490.05,46387.45,PAGADO,completo
PG00004536,C750023,2025-01-03,2025-01-06,2025-01-07,45685.84,29299.69,PAGADO,completo
PG00004537,C750023,2025-01-19,2025-01-20,2025-01-24,10117.67,11708.94,PAGADO,completo
PG00004538,C750023,2025-01-22,2025-02-01,2025-02-03,26448.64,41243.52,PAGADO,completo
PG00004539,C000737,2024-12-28,2025-01-05,2025-01-08,238132.51,173109.04,PAGADO,completo
PG00004540,C000737,2025-02-22,2025-02-24,2025-03-09,80285.8,145309.27,PAGADO,completo
PG00004541,C001453,2026-03-13,2026-03-16,2026-03-21,127109.2,127109.2,PAGADO,completo
PG00004542,C700086,2025-06-02,2025-06-06,2025-06-21,143420.06,231096.99,PAGADO,completo
PG00004543,C700086,2025-06-13,2025-06-14,2025-06-14,317405.12,67803.62,PAGADO,completo
PG00004544,C700086,2025-08-05,2025-08-12,2025-08-19,331842.51,493767.08,PAGADO,completo
PG00004545,C900111,2025-08-10,2025-08-19,2025-08-28,196025.49,117654.77,PAGADO,completo
PG00004546,C900111,2025-08-28,2025-08-30,2025-09-19,80669.57,162773.69,PAGADO,completo
PG00004547,C900111,2025-09-14,2025-09-20,2025-10-08,97642.88,93909.48,PAGADO,completo
PG00004548,C002506,2024-04-27,2024-05-04,2024-05-16,44268.68,84125.72,PAGADO,completo
PG00004549,C002506,2024-05-20,2024-05-25,2024-05-26,48133.34,8276.3,PAGADO,completo
PG00004550,C002126,2024-03-27,2024-04-06,2024-06-01,21198.95,21198.95,PAGADO,demorado
PG00004551,C000906,2026-07-08,2026-07-13,2026-07-31,24375.57,24939.99,PAGADO,completo
PG00004552,C000906,2026-07-29,2026-08-07,2026-08-07,5302.85,12380.04,PAGADO,completo
PG00004553,C000906,2026-08-07,2026-08-07,2026-08-07,11241.62,3600.01,PAGADO,completo
PG00004554,C700235,2024-02-16,2024-02-21,2024-02-29,151332.69,151332.69,PAGADO,completo
PG00004555,C800002,2025-04-22,2025-04-25,2025-04-28,237634.06,237634.06,PAGADO,completo
PG00004556,C002507,2023-12-13,2023-12-13,2023-12-31,20062.09,20062.09,PAGADO,parcial
PG00004557,C002428,2024-08-18,2024-08-21,2024-08-21,121773.59,154331.3,PAGADO,completo
PG00004558,C002428,2024-09-15,2024-09-24,2024-09-26,128706.07,96148.36,PAGADO,completo
PG00004559,C000947,2024-12-17,2024-12-23,2024-12-30,66180.62,66180.62,PAGADO,completo
PG00004560,C002820,2024-03-19,2024-03-23,2024-04-01,44208.54,44208.54,PAGADO,parcial
PG00004561,C003004,2026-04-16,2026-04-23,2026-07-14,5068.79,5038.73,PAGADO,demorado
PG00004562,C003004,2026-04-27,2026-05-02,2026-07-23,2339.22,2369.28,PAGADO,demorado
PG00004563,C000715,2026-05-10,2026-05-17,2026-06-01,38410.97,38410.97,PAGADO,completo
PG00004564,C700157,2024-11-09,2024-11-16,2024-11-26,104901.89,104901.89,PAGADO,completo
PG00004565,C000686,2025-12-03,2025-12-10,2025-12-29,23761.79,23761.79,PAGADO,parcial
PG00004566,C750073,2025-01-08,2025-01-11,2025-01-16,46637.2,36471.96,PAGADO,parcial
PG00004567,C750073,2025-02-21,2025-02-23,2025-03-14,40948.71,51113.95,PAGADO,parcial
PG00004568,C002353,2024-04-02,2024-04-04,2024-04-04,14624.34,27416.27,PAGADO,completo
PG00004569,C002353,2024-04-06,2024-04-06,2024-04-09,32426.63,19634.7,PAGADO,completo
PG00004570,C002257,2023-09-06,2023-09-12,2023-09-16,58969.47,104951.41,PAGADO,completo
PG00004571,C002257,2023-10-30,2023-11-08,2023-11-26,150567.38,104585.44,PAGADO,completo
PG00004572,C700028,2025-02-19,2025-02-20,2025-02-25,75255.77,542690.16,PAGADO,completo
PG00004573,C700028,2025-03-10,2025-03-18,2025-03-20,661357.2,193922.81,PAGADO,completo
PG00004574,C000021,2024-06-22,2024-06-30,2024-09-13,12784.67,13810.85,PAGADO,demorado
PG00004575,C000021,2024-08-09,2024-08-14,2024-10-24,6899.86,5873.68,PAGADO,demorado
PG00004576,C000885,2024-09-19,2024-09-28,2024-10-07,16857.52,5037.32,PAGADO,completo
PG00004577,C000885,2024-10-22,2024-10-27,2024-11-10,55601.34,35816.17,PAGADO,completo
PG00004578,C000885,2024-11-04,2024-11-06,2024-11-10,16782.8,48388.17,PAGADO,completo
PG00004579,C700101,2026-03-11,2026-03-21,2026-03-28,797577.81,797577.81,PAGADO,completo
PG00004580,C000917,2023-10-11,2023-10-19,2023-10-21,43397.91,59538.78,PAGADO,completo
PG00004581,C000917,2023-10-31,2023-11-02,2023-11-08,119879.49,103738.62,PAGADO,completo
PG00004582,C002780,2023-08-30,2023-09-05,2023-09-11,49718.91,49718.91,PAGADO,completo
PG00004583,C900287,2024-09-25,2024-10-04,2024-10-09,259955.98,403057.67,PAGADO,completo
PG00004584,C900287,2024-10-20,2024-10-30,2024-11-10,92843.0,83233.74,PAGADO,completo
PG00004585,C900287,2024-10-12,2024-10-20,2024-10-21,207662.68,74170.25,PAGADO,completo
PG00004586,C003153,2023-09-18,2023-09-19,2023-09-20,282651.69,282651.69,PAGADO,completo
PG00004587,C001265,2025-04-18,2025-04-22,2025-04-30,25017.24,26011.85,PAGADO,completo
PG00004588,C001265,2025-05-08,2025-05-10,2025-05-30,50105.08,49110.47,PAGADO,completo
PG00004589,C000483,2024-12-28,2024-12-31,2025-01-17,9019.27,11367.02,PAGADO,completo
PG00004590,C000483,2025-01-07,2025-01-14,2025-01-18,27653.06,25305.31,PAGADO,completo
PG00004591,C003449,2025-06-11,2025-06-19,2025-06-20,8430.25,4238.23,PAGADO,completo
PG00004592,C003449,2025-07-12,2025-07-12,2025-07-14,16795.15,20987.17,PAGADO,completo
PG00004593,C900031,2025-06-03,2025-06-11,2025-06-15,475965.57,475965.57,PAGADO,completo
PG00004594,C000277,2025-03-26,2025-04-03,2025-04-16,13091.13,36746.76,PAGADO,completo
PG00004595,C000277,2025-04-22,2025-04-23,2025-04-27,81964.02,58308.39,PAGADO,completo
PG00004596,C000988,2023-10-29,2023-10-30,2024-01-29,11503.75,26299.4,PAGADO,demorado
PG00004597,C000988,2023-12-01,2023-12-06,2024-02-20,18197.94,3402.29,PAGADO,demorado
PG00004598,C002084,2024-09-12,2024-09-16,2024-09-20,19982.01,20055.83,PAGADO,completo
PG00004599,C002084,2024-09-30,2024-10-09,2024-10-12,39718.45,39644.63,PAGADO,completo
PG00004600,C001245,2025-09-18,2025-09-28,2025-10-03,29969.33,53028.09,PAGADO,completo
PG00004601,C001245,2025-10-23,2025-10-28,2025-11-14,66086.33,43027.57,PAGADO,completo
PG00004602,C002382,2024-02-28,2024-03-05,2024-03-18,11957.62,6142.77,PAGADO,completo
PG00004603,C002382,2024-04-07,2024-04-16,2024-04-26,22365.89,28180.74,PAGADO,completo
PG00004604,C000571,2025-10-24,2025-10-29,2025-11-05,68952.22,68952.22,PAGADO,completo
PG00004605,C001435,2024-11-01,2024-11-06,2025-02-16,70802.63,70802.63,PAGADO,demorado
PG00004606,C000993,2025-04-19,2025-04-22,2025-05-12,46660.09,114442.53,PAGADO,completo
PG00004607,C000993,2025-04-13,2025-04-18,2025-04-30,122610.46,54828.02,PAGADO,completo
PG00004608,C002561,2025-02-14,2025-02-18,2025-04-13,101338.19,101338.19,PAGADO,demorado
PG00004609,C900228,2024-03-25,2024-03-29,2024-06-30,180030.79,266375.17,PAGADO,demorado
PG00004610,C900228,2024-03-29,2024-04-01,2024-07-08,299174.99,212830.61,PAGADO,demorado
PG00004611,C000585,2026-04-10,2026-04-15,2026-05-05,114839.02,46193.11,PAGADO,completo
PG00004612,C000585,2026-04-24,2026-05-02,2026-05-11,36758.55,68344.79,PAGADO,completo
PG00004613,C000585,2026-04-22,2026-04-26,2026-04-28,18827.71,55887.38,PAGADO,completo
PG00004614,C002718,2025-01-18,2025-01-28,2025-02-15,29456.92,25792.04,PAGADO,parcial
PG00004615,C002718,2025-01-14,2025-01-20,2025-01-24,15012.96,18677.84,PAGADO,parcial
PG00004616,C002514,2024-05-30,2024-06-06,2024-06-09,17976.84,17976.84,PAGADO,completo
PG00004617,C001349,2024-08-20,2024-08-29,2024-12-06,15801.41,15801.41,PAGADO,demorado
PG00004618,C001007,2025-08-09,2025-08-16,2025-09-02,30973.87,5245.82,PAGADO,completo
PG00004619,C001007,2025-08-25,2025-08-26,2025-09-01,11088.28,36816.33,PAGADO,completo
PG00004620,C000674,2026-04-23,2026-04-30,2026-05-08,82698.48,82698.48,PAGADO,parcial
PG00004621,C002412,2024-11-16,2024-11-20,2024-12-10,6701.21,49674.99,PAGADO,completo
PG00004622,C002412,2024-12-11,2024-12-21,2025-01-02,56670.65,50765.06,PAGADO,completo
PG00004623,C002412,2024-12-08,2024-12-18,2025-01-03,101692.23,64624.04,PAGADO,completo
PG00004624,C000447,2024-01-16,2024-01-16,2024-02-04,775945.85,775945.85,PAGADO,parcial
PG00004625,C002577,2025-11-22,2025-11-28,2025-12-16,33281.28,33281.28,PAGADO,parcial
PG00004626,C003382,2023-10-28,2023-11-04,2023-11-08,239088.8,51858.69,PAGADO,completo
PG00004627,C003382,2023-11-09,2023-11-10,2023-11-28,44676.48,146385.86,PAGADO,completo
PG00004628,C003382,2023-11-24,2023-12-02,2023-12-07,72263.46,157784.19,PAGADO,completo
PG00004629,C002064,2026-02-06,2026-02-11,2026-02-21,18539.75,12622.5,PAGADO,completo
PG00004630,C002064,2026-02-06,2026-02-14,2026-02-14,22425.02,19063.33,PAGADO,completo
PG00004631,C002064,2026-03-02,2026-03-07,2026-03-17,36436.52,45715.46,PAGADO,completo
PG00004632,C700074,2026-05-22,2026-05-28,2026-06-01,501169.85,501169.85,PAGADO,sobrepago_senal
PG00004633,C002823,2024-12-18,2024-12-21,,18968.0,0.0,PENDIENTE,pendiente
PG00004634,C001690,2024-01-29,2024-02-04,2024-02-19,18974.92,4400.45,PAGADO,completo
PG00004635,C001690,2024-02-29,2024-03-02,2024-03-04,7718.64,22293.11,PAGADO,completo
PG00004636,C700231,2026-03-30,2026-04-06,2026-04-11,712846.45,712846.45,PAGADO,parcial
PG00004637,C001247,2026-03-26,2026-04-03,2026-04-20,106145.97,73916.36,PAGADO,completo
PG00004638,C001247,2026-04-08,2026-04-17,2026-04-26,52612.23,84841.84,PAGADO,completo
PG00004639,C001985,2024-02-14,2024-02-16,2024-03-02,35408.0,35408.0,PAGADO,completo
PG00004640,C000294,2025-09-01,2025-09-06,2025-09-17,14369.51,14369.51,PAGADO,completo
PG00004641,C001547,2025-01-29,2025-02-02,2025-02-06,32903.29,57992.93,PAGADO,completo
PG00004642,C001547,2025-02-17,2025-02-27,2025-03-18,5232.31,8477.69,PAGADO,completo
PG00004643,C001547,2025-02-10,2025-02-11,2025-02-27,34255.34,5920.32,PAGADO,completo
PG00004644,C002012,2025-09-01,2025-09-10,,65171.44,0.0,PENDIENTE,pendiente
PG00004645,C000588,2024-02-11,2024-02-20,2024-03-01,74903.86,61541.57,PAGADO,completo
PG00004646,C000588,2024-02-19,2024-02-25,2024-03-07,68292.98,81655.27,PAGADO,completo
PG00004647,C002403,2024-02-22,2024-02-29,2024-03-01,16697.2,16697.2,PAGADO,completo
PG00004648,C002129,2025-09-12,2025-09-13,2025-09-26,60691.39,65261.14,PAGADO,completo
PG00004649,C002129,2025-09-15,2025-09-21,2025-10-03,41036.75,36467.0,PAGADO,completo
PG00004650,C003456,2026-02-27,2026-02-28,2026-05-21,39047.86,50138.61,PAGADO,demorado
PG00004651,C003456,2026-03-18,2026-03-20,2026-05-24,34946.89,23856.14,PAGADO,demorado
PG00004652,C003309,2025-08-30,2025-09-01,2025-09-01,6464.39,2440.44,PAGADO,completo
PG00004653,C003309,2025-10-05,2025-10-06,2025-10-24,7300.63,7614.78,PAGADO,completo
PG00004654,C003309,2025-10-03,2025-10-06,2025-10-15,7111.41,10821.21,PAGADO,completo
PG00004655,C000425,2024-01-17,2024-01-19,2024-02-03,40206.82,46109.27,PAGADO,sobrepago_senal
PG00004656,C000425,2024-01-06,2024-01-13,2024-01-15,83744.56,77842.11,PAGADO,sobrepago_senal
PG00004657,C001054,2023-09-04,2023-09-11,2023-09-11,1810.86,6172.02,PAGADO,completo
PG00004658,C001054,2023-09-26,2023-10-02,2023-10-12,4142.48,1873.91,PAGADO,completo
PG00004659,C001054,2023-10-25,2023-10-28,2023-11-14,6669.76,4577.17,PAGADO,completo
PG00004660,C700260,2025-09-02,2025-09-05,2025-11-01,426950.35,426950.35,PAGADO,demorado
PG00004661,C000556,2025-04-23,2025-04-25,2025-05-13,7807.43,14209.06,PAGADO,completo
PG00004662,C000556,2025-05-13,2025-05-22,2025-05-27,11471.06,13095.88,PAGADO,completo
PG00004663,C000556,2025-07-06,2025-07-10,2025-07-13,10916.88,2890.43,PAGADO,completo
PG00004664,C003407,2025-08-24,2025-08-26,2025-09-07,29109.05,18949.96,PAGADO,completo
PG00004665,C003407,2025-09-30,2025-10-06,2025-10-18,29058.24,29431.71,PAGADO,completo
PG00004666,C003407,2025-09-28,2025-10-07,2025-10-10,10259.07,20044.69,PAGADO,completo
PG00004667,C900246,2025-10-15,2025-10-23,2025-10-26,33974.67,29907.61,PAGADO,completo
PG00004668,C900246,2025-10-03,2025-10-09,2025-10-15,33136.16,11997.08,PAGADO,completo
PG00004669,C900246,2025-10-28,2025-10-28,2025-11-03,8594.81,33800.95,PAGADO,completo
PG00004670,C900127,2024-06-03,2024-06-06,2024-06-17,471546.88,471546.88,PAGADO,completo
PG00004671,C003135,2024-03-01,2024-03-07,2024-03-16,135648.47,21680.06,PAGADO,completo
PG00004672,C003135,2024-03-29,2024-03-31,2024-04-12,31493.91,145462.32,PAGADO,completo
PG00004673,C900124,2025-01-16,2025-01-22,2025-04-16,55301.52,47949.72,PAGADO,demorado
PG00004674,C900124,2025-01-12,2025-01-22,2025-04-12,89050.8,96402.6,PAGADO,demorado
PG00004675,C003048,2024-03-11,2024-03-12,2024-03-13,48377.37,80833.57,PAGADO,completo
PG00004676,C003048,2024-03-09,2024-03-12,2024-03-28,39631.55,123467.09,PAGADO,completo
PG00004677,C003048,2024-04-16,2024-04-26,2024-05-01,130407.85,14116.11,PAGADO,completo
PG00004678,C001193,2024-07-08,2024-07-10,2024-07-10,79802.54,79802.54,PAGADO,completo
PG00004679,C001716,2025-08-29,2025-09-03,2025-09-05,34226.66,10958.15,PAGADO,completo
PG00004680,C001716,2025-10-13,2025-10-17,2025-11-01,14552.46,37820.97,PAGADO,completo
PG00004681,C003058,2024-11-07,2024-11-16,2024-12-02,104887.31,225374.68,PAGADO,completo
PG00004682,C003058,2024-12-11,2024-12-21,2024-12-24,225480.93,104993.56,PAGADO,completo
PG00004683,C900198,2025-11-24,2025-11-30,2025-12-15,547359.57,547359.57,PAGADO,completo
PG00004684,C002400,2026-05-13,2026-05-18,2026-05-31,20008.24,14926.27,PAGADO,completo
PG00004685,C002400,2026-05-25,2026-06-02,2026-06-18,44858.66,68848.03,PAGADO,completo
PG00004686,C002400,2026-06-20,2026-06-25,2026-07-01,34114.69,15207.29,PAGADO,completo
PG00004687,C002139,2026-03-10,2026-03-12,2026-06-01,75562.72,75562.72,PAGADO,demorado
PG00004688,C002383,2026-05-18,2026-05-24,2026-06-12,25771.9,25771.9,PAGADO,completo
PG00004689,C002775,2025-04-02,2025-04-09,2025-04-12,7693.79,23946.15,PAGADO,completo
PG00004690,C002775,2025-04-28,2025-04-28,2025-05-13,21562.1,5309.74,PAGADO,completo
PG00004691,C001285,2026-02-06,2026-02-11,2026-02-13,13949.89,20764.66,PAGADO,completo
PG00004692,C001285,2026-01-24,2026-01-28,2026-02-11,8224.05,1409.28,PAGADO,completo
PG00004693,C900147,2024-01-18,2024-01-21,2024-04-11,254231.97,321048.15,PAGADO,demorado
PG00004694,C900147,2024-02-22,2024-02-26,2024-05-22,296982.17,230165.99,PAGADO,demorado
PG00004695,C003350,2025-04-11,2025-04-18,2025-05-04,6180.0,21792.44,PAGADO,completo
PG00004696,C003350,2025-04-24,2025-04-28,2025-05-12,25793.5,10181.06,PAGADO,completo
PG00004697,C700107,2026-05-05,2026-05-10,2026-05-20,84927.62,316541.52,PAGADO,completo
PG00004698,C700107,2026-05-11,2026-05-18,2026-06-07,633953.68,402339.78,PAGADO,completo
PG00004699,C002087,2024-05-12,2024-05-19,2024-06-01,15247.11,22054.69,PAGADO,completo
PG00004700,C002087,2024-05-03,2024-05-06,2024-05-10,6812.2,18807.84,PAGADO,completo
PG00004701,C002087,2024-06-03,2024-06-10,2024-06-13,33990.06,15186.84,PAGADO,completo
PG00004702,C001889,2025-09-04,2025-09-06,2025-09-07,19963.27,34191.24,PAGADO,completo
PG00004703,C001889,2025-09-11,2025-09-12,2025-09-17,44858.96,30630.99,PAGADO,completo
PG00004704,C001591,2025-09-20,2025-09-25,2025-10-09,6270.87,18240.69,PAGADO,completo
PG00004705,C001591,2025-10-15,2025-10-22,2025-11-03,28684.58,16714.76,PAGADO,completo
PG00004706,C900110,2026-05-03,2026-05-06,2026-05-25,35313.33,35313.33,PAGADO,parcial
PG00004707,C002162,2024-05-10,2024-05-15,2024-05-24,199284.71,199284.71,PAGADO,completo
PG00004708,C002396,2024-09-06,2024-09-13,2024-09-20,118710.32,118710.32,PAGADO,parcial
PG00004709,C002706,2024-08-02,2024-08-04,,24240.56,0.0,PENDIENTE,pendiente
PG00004710,C002271,2023-03-29,2023-04-06,2023-04-10,13062.22,16200.06,PAGADO,completo
PG00004711,C002271,2023-04-09,2023-04-13,2023-04-24,20985.26,17847.42,PAGADO,completo
PG00004712,C700139,2025-05-10,2025-05-13,,206966.63,0.0,PENDIENTE,pendiente
PG00004713,C001137,2025-12-08,2025-12-10,2025-12-11,17256.43,10166.78,PAGADO,completo
PG00004714,C001137,2025-12-30,2026-01-07,2026-01-16,5119.65,11778.59,PAGADO,completo
PG00004715,C001137,2026-01-28,2026-02-04,2026-02-19,32710.83,33141.54,PAGADO,completo
PG00004716,C002879,2023-02-15,2023-02-20,2023-02-21,53075.64,53075.64,PAGADO,completo
PG00004717,C000972,2023-05-01,2023-05-07,2023-05-24,49623.41,20879.93,PAGADO,parcial
PG00004718,C000972,2023-06-27,2023-07-07,2023-07-11,17421.45,46164.93,PAGADO,parcial
PG00004719,C000795,2023-06-06,2023-06-08,2023-06-08,199747.38,265609.67,PAGADO,completo
PG00004720,C000795,2023-07-23,2023-08-01,2023-08-19,171667.42,27797.96,PAGADO,completo
PG00004721,C000795,2023-07-12,2023-07-16,2023-08-01,35124.02,113131.19,PAGADO,completo
PG00004722,C001711,2025-06-15,2025-06-25,2025-07-15,27489.69,7259.14,PAGADO,completo
PG00004723,C001711,2025-07-16,2025-07-20,2025-07-22,7072.4,27302.95,PAGADO,completo
PG00004724,C700233,2025-03-06,2025-03-16,2025-03-27,44930.01,79055.56,PAGADO,completo
PG00004725,C700233,2025-03-22,2025-04-01,2025-04-09,204539.97,194799.57,PAGADO,completo
PG00004726,C700233,2025-04-27,2025-05-02,2025-05-09,86623.47,62238.32,PAGADO,completo
PG00004727,C000453,2023-05-12,2023-05-13,2023-05-27,4720.04,1616.29,PAGADO,completo
PG00004728,C000453,2023-06-19,2023-06-20,2023-07-02,6117.53,9221.28,PAGADO,completo
PG00004729,C000913,2026-07-23,2026-07-29,2026-08-07,8443.09,17177.96,PAGADO,parcial
PG00004730,C000913,2026-08-07,2026-08-07,2026-08-07,11170.95,2436.08,PAGADO,parcial
PG00004731,C003014,2024-02-18,2024-02-24,2024-03-13,58363.31,85378.1,PAGADO,parcial
PG00004732,C003014,2024-03-22,2024-03-24,2024-04-01,129798.62,102783.83,PAGADO,parcial
PG00004733,C001199,2025-04-16,2025-04-22,2025-05-09,29867.66,76328.98,PAGADO,parcial
PG00004734,C001199,2025-04-14,2025-04-15,2025-05-05,93505.85,47044.53,PAGADO,parcial
PG00004735,C001274,2023-11-10,2023-11-18,2024-02-05,119.11,6087.99,PAGADO,demorado
PG00004736,C001274,2023-11-15,2023-11-22,2024-01-23,9594.1,3625.22,PAGADO,demorado
PG00004737,C002375,2023-08-13,2023-08-16,2023-11-04,5001.18,11449.64,PAGADO,demorado
PG00004738,C002375,2023-08-15,2023-08-21,2023-11-24,10895.89,4447.43,PAGADO,demorado
PG00004739,C000037,2025-02-20,2025-02-25,2025-02-26,108110.2,108110.2,PAGADO,completo
PG00004740,C000974,2024-01-29,2024-02-05,2024-04-17,13058.18,29841.46,PAGADO,demorado
PG00004741,C000974,2024-01-14,2024-01-21,2024-04-05,44631.83,27848.55,PAGADO,demorado
PG00004742,C000983,2025-09-24,2025-10-01,2025-10-04,40877.44,34849.21,PAGADO,completo
PG00004743,C000983,2025-10-10,2025-10-13,2025-10-28,51261.64,57289.87,PAGADO,completo
PG00004744,C700039,2024-07-11,2024-07-14,2024-07-14,857333.29,857333.29,PAGADO,completo
PG00004745,C001418,2024-07-06,2024-07-09,2024-07-10,42343.23,42343.23,PAGADO,completo
PG00004746,C001560,2024-09-02,2024-09-07,,60978.81,0.0,PENDIENTE,pendiente
PG00004747,C000039,2024-03-26,2024-03-26,2024-04-10,39215.72,37585.84,PAGADO,completo
PG00004748,C000039,2024-03-28,2024-03-28,2024-04-06,36474.25,38104.13,PAGADO,completo
PG00004749,C001486,2024-06-29,2024-07-07,2024-07-18,13738.68,52894.15,PAGADO,completo
PG00004750,C001486,2024-07-14,2024-07-20,2024-07-21,102149.43,41379.44,PAGADO,completo
PG00004751,C001486,2024-07-22,2024-07-30,2024-08-12,18940.42,40554.94,PAGADO,completo
PG00004752,C700018,2026-05-31,2026-06-02,2026-06-18,253662.2,468243.16,PAGADO,completo
PG00004753,C700018,2026-07-08,2026-07-09,2026-07-23,229345.99,213485.76,PAGADO,completo
PG00004754,C700018,2026-07-18,2026-07-19,2026-08-05,266101.7,67380.97,PAGADO,completo
PG00004755,C000169,2023-05-17,2023-05-20,2023-06-06,4419.26,3989.01,PAGADO,completo
PG00004756,C000169,2023-05-03,2023-05-06,2023-05-17,7769.57,11280.22,PAGADO,completo
PG00004757,C000169,2023-06-25,2023-07-02,2023-07-14,12970.77,9890.37,PAGADO,completo
PG00004758,C001355,2024-04-06,2024-04-13,2024-04-25,17642.34,17642.34,PAGADO,parcial
PG00004759,C002697,2026-03-19,2026-03-22,2026-06-02,8596.43,65110.54,PAGADO,demorado
PG00004760,C002697,2026-04-25,2026-04-27,2026-07-05,96834.53,40320.42,PAGADO,demorado
PG00004761,C900185,2026-05-20,2026-05-30,2026-08-07,336810.8,336810.8,PAGADO,demorado
PG00004762,C002955,2026-02-01,2026-02-10,2026-02-10,337712.17,337712.17,PAGADO,parcial
PG00004763,C002969,2024-10-10,2024-10-18,2024-10-30,9641.58,59010.73,PAGADO,completo
PG00004764,C002969,2024-10-10,2024-10-16,2024-10-16,27919.08,8190.69,PAGADO,completo
PG00004765,C002969,2024-11-05,2024-11-14,2024-12-03,58915.74,29274.98,PAGADO,completo
PG00004766,C001640,2023-10-07,2023-10-16,,76384.33,0.0,PENDIENTE,pendiente
PG00004767,C001290,2024-11-19,2024-11-28,2024-12-01,14227.46,34277.13,PAGADO,sobrepago_senal
PG00004768,C001290,2024-12-31,2025-01-06,2025-01-09,28231.73,8182.06,PAGADO,sobrepago_senal
PG00004769,C001380,2024-04-26,2024-05-05,2024-05-14,4575.64,5583.12,PAGADO,completo
PG00004770,C001380,2024-04-18,2024-04-26,2024-05-02,6934.83,13960.71,PAGADO,completo
PG00004771,C001380,2024-06-06,2024-06-13,2024-07-01,37846.75,29813.39,PAGADO,completo
PG00004772,C001933,2025-01-12,2025-01-15,,89110.65,0.0,PENDIENTE,pendiente
PG00004773,C000579,2023-05-25,2023-05-26,2023-05-29,11709.77,12733.08,PAGADO,completo
PG00004774,C000579,2023-05-27,2023-05-30,2023-06-06,8500.89,7477.58,PAGADO,completo
PG00004775,C003180,2024-01-22,2024-01-28,2024-02-07,187811.65,187811.65,PAGADO,parcial
PG00004776,C002030,2023-06-21,2023-06-30,2023-07-13,11449.55,13211.67,PAGADO,completo
PG00004777,C002030,2023-07-17,2023-07-26,2023-07-29,4925.13,3163.01,PAGADO,completo
PG00004778,C000892,2025-06-25,2025-07-01,2025-07-15,64722.02,64722.02,PAGADO,completo
PG00004779,C000780,2024-02-21,2024-03-01,2024-03-18,118411.77,82443.14,PAGADO,completo
PG00004780,C000780,2024-03-01,2024-03-10,2024-03-27,91549.2,203047.34,PAGADO,completo
PG00004781,C000780,2024-03-14,2024-03-16,2024-03-22,152615.47,77085.96,PAGADO,completo
PG00004782,C000159,2023-12-27,2024-01-03,2024-01-15,53991.39,53991.39,PAGADO,completo
PG00004783,C000002,2026-06-24,2026-06-28,2026-07-09,9760.54,23886.48,PAGADO,completo
PG00004784,C000002,2026-07-13,2026-07-16,2026-08-04,23760.18,13792.98,PAGADO,completo
PG00004785,C000002,2026-07-22,2026-07-29,2026-08-05,17325.3,13166.56,PAGADO,completo
PG00004786,C003082,2025-09-06,2025-09-10,2025-09-19,75705.64,75705.64,PAGADO,completo
PG00004787,C700224,2025-02-13,2025-02-19,2025-03-11,156967.62,11518.43,PAGADO,completo
PG00004788,C700224,2025-04-01,2025-04-04,2025-04-20,37116.55,182565.74,PAGADO,completo
PG00004789,C000849,2024-08-10,2024-08-13,2024-08-28,20819.67,20819.67,PAGADO,completo
PG00004790,C002466,2025-10-02,2025-10-11,2025-10-26,39976.46,46431.71,PAGADO,sobrepago_senal
PG00004791,C002466,2025-10-25,2025-10-30,2025-11-04,19920.59,13465.34,PAGADO,sobrepago_senal
PG00004792,C003129,2025-01-02,2025-01-03,2025-01-06,520645.75,520645.75,PAGADO,sobrepago_senal
PG00004793,C001596,2024-01-15,2024-01-24,2024-03-18,56928.66,133230.78,PAGADO,demorado
PG00004794,C001596,2024-01-26,2024-01-27,2024-04-06,143700.88,67398.76,PAGADO,demorado
PG00004795,C001776,2023-05-03,2023-05-05,2023-05-23,54735.01,54735.01,PAGADO,completo
PG00004796,C001913,2025-09-02,2025-09-11,2025-09-11,8113.29,36079.88,PAGADO,completo
