id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real
CN000213,P0071,E10,F004,Comparación de Precios,Servicio de capacitación,services,219247.19,2026-09-22,False,False
CN000128,P0061,E11,F054,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,41859.78,2026-09-26,False,False
CN000454,P0031,E03,F000,Contratación Directa,Adquisición de equipos informáticos,goods,64109.91,2026-09-11,False,False
CN000635,P0000,E07,F013,Contratación Directa,Suministro de combustible,goods,25079.48,2026-09-13,False,False
CN000566,P0001,E07,F023,Contratación Directa,Adquisición de materiales de construcción,goods,54288.28,2026-08-31,False,False
CN000604,P0107,E09,F046,Contratación Directa,Adquisición de equipos informáticos,goods,552773.89,2026-08-13,False,False
CN000581,P0087,E04,F030,Contratación Directa,Suministro de combustible,goods,26714.72,2026-07-31,False,False
CN000575,P0185,E06,F006,Contratación Directa,Servicio de transporte,services,45171.74,2026-08-16,False,False
CND0400,P0135,E05,F052,Contratación Directa,Servicio de limpieza y vigilancia,services,1190464.66,2026-09-25,True,False
CN000697,P0180,E05,F059,Comparación de Precios,Adquisición de materiales de construcción,goods,123963.53,2026-09-05,False,False
CN000296,P0045,E17,F012,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,46520.05,2026-09-19,False,False
CN000633,P0108,E15,F035,Comparación de Precios,Servicio de capacitación,services,32343.54,2026-09-26,False,False
CN000580,P0021,E06,F039,Comparación de Precios,Servicio de transporte,services,82087.69,2026-09-17,False,False
CN000395,P0108,E06,F039,Contratación Directa,Consultoría en ingeniería,services,33526.42,2026-07-02,False,False
CN000426,P0053,E05,F037,Contratación Directa,Servicio de transporte,services,23944.77,2026-07-19,False,False
CN000577,P0030,E10,F004,Contratación Directa,Obra de rehabilitación vial,works,370214.98,2026-08-20,False,False
CN000014,P0154,E04,F030,Comparación de Precios,Adquisición de bienes de oficina,goods,9884.51,2026-09-03,False,False
CN000252,P0129,E11,F007,Contratación Directa,Servicio de capacitación,services,47370.35,2026-09-05,False,False
CN000238,P0137,E12,F050,Concurso Público,Servicio de transporte,services,76356.11,2026-09-22,False,False
CN000120,P0070,E13,F055,Contratación Directa,Servicio de limpieza y vigilancia,services,64011.6,2026-09-04,False,False
CN000285,P0064,E09,F043,Comparación de Precios,Servicio de transporte,services,136088.37,2026-09-19,False,False
CN000196,P0098,E05,F009,Comparación de Precios,Adquisición de materiales de construcción,goods,30551.75,2026-07-28,False,False
CN000345,P0144,E11,F049,Contratación Directa,Servicio de transporte,services,27448.4,2026-07-14,False,False
CN000250,P0036,E15,F035,Contratación Directa,Servicio de capacitación,services,40341.26,2026-09-02,False,False
CN000584,P0168,E16,F042,Licitación Pública,Servicio de capacitación,services,12020.37,2026-08-29,False,False
CN000412,P0092,E07,F023,Comparación de Precios,Adquisición de equipos informáticos,goods,84562.87,2026-07-11,False,False
CN000485,P0038,E10,F004,Comparación de Precios,Servicio de transporte,services,156560.71,2026-08-13,False,False
CN000430,P0171,E05,F059,Contratación Directa,Servicio de mantenimiento de infraestructura,services,46281.27,2026-07-19,False,False
CN000557,P0150,E16,F002,Contratación Directa,Servicio de transporte,services,29742.49,2026-07-24,False,False
CN000290,P0083,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,100154.04,2026-07-15,False,False
CN000016,P0193,E14,F029,Contratación Directa,Servicio de capacitación,services,265543.85,2026-07-15,False,False
CN000158,P0058,E07,F023,Contratación Directa,Servicio de transporte,services,42084.44,2026-07-28,False,False
CN000243,P0201,E15,F035,Contratación Directa,Servicio de capacitación,services,13412.61,2026-07-25,False,False
CN000066,P0168,E13,F055,Contratación Directa,Servicio de limpieza y vigilancia,services,29809.27,2026-09-13,False,False
CN000359,P0125,E15,F035,Contratación Directa,Servicio de transporte,services,89680.1,2026-08-30,False,False
CN000676,P0017,E16,F057,Contratación Directa,Adquisición de equipos informáticos,goods,130080.77,2026-09-16,False,False
CN000504,P0115,E11,F049,Contratación Directa,Obra de rehabilitación vial,works,113252.26,2026-08-23,False,False
CN000472,P0115,E00,F010,Comparación de Precios,Servicio de capacitación,services,79308.38,2026-07-26,False,False
CN000521,P0123,E10,F004,Comparación de Precios,Adquisición de bienes de oficina,goods,210497.37,2026-09-11,False,False
CN000619,P0149,E08,F015,Comparación de Precios,Suministro de combustible,goods,23327.57,2026-09-28,False,False
CN000530,P0043,E14,F040,Contratación Directa,Obra de rehabilitación vial,works,211589.08,2026-07-26,False,False
CN000408,P0105,E12,F050,Comparación de Precios,Suministro de combustible,goods,43699.8,2026-08-19,False,False
CN000645,P0122,E05,F045,Contratación Directa,Servicio de transporte,services,65050.9,2026-08-30,False,False
CN000432,P0216,E00,F038,Contratación Directa,Adquisición de bienes de oficina,goods,37367.46,2026-07-29,False,False
CN000431,P0011,E17,F031,Comparación de Precios,Obra de rehabilitación vial,works,91440.99,2026-09-19,False,False
CN000484,P0138,E05,F037,Adjudicación Simplificada,Suministro de combustible,goods,10664.26,2026-09-25,False,False
CN000151,P0019,E15,F035,Contratación Directa,Servicio de mantenimiento de infraestructura,services,254977.06,2026-09-19,False,False
CN000327,P0164,E06,F039,Contratación Directa,Obra de rehabilitación vial,works,49471.53,2026-08-22,False,False
CN000256,P0187,E00,F010,Comparación de Precios,Adquisición de bienes de oficina,goods,63990.78,2026-09-07,False,False
CN000311,P0211,E14,F016,Contratación Directa,Consultoría en ingeniería,services,7488.92,2026-07-27,False,False
CN000304,P0115,E17,F003,Comparación de Precios,Servicio de capacitación,services,58555.07,2026-08-29,False,False
CN000413,P0108,E14,F029,Comparación de Precios,Servicio de limpieza y vigilancia,services,67464.99,2026-07-12,False,False
CN000133,P0019,E02,F044,Contratación Directa,Adquisición de equipos informáticos,goods,219809.61,2026-07-23,False,False
CN000031,P0172,E10,F004,Comparación de Precios,Adquisición de equipos informáticos,goods,263065.86,2026-07-20,False,False
CN000458,P0170,E12,F050,Contratación Directa,Servicio de mantenimiento de infraestructura,services,31657.06,2026-08-17,False,False
CN000161,P0025,E08,F015,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,100804.42,2026-08-11,False,False
CN000339,P0045,E01,F018,Comparación de Precios,Adquisición de equipos informáticos,goods,733620.53,2026-07-27,False,False
CN000286,P0076,E14,F016,Contratación Directa,Servicio de capacitación,services,35475.46,2026-07-14,False,False
CN000248,P0004,E15,F035,Contratación Directa,Servicio de limpieza y vigilancia,services,259971.65,2026-07-30,False,False
CN000665,P0078,E14,F040,Contratación Directa,Obra de rehabilitación vial,works,79309.57,2026-07-26,False,False
CN000618,P0175,E15,F035,Contratación Directa,Adquisición de equipos informáticos,goods,243292.4,2026-09-23,False,False
CN000001,P0032,E05,F009,Comparación de Precios,Adquisición de equipos informáticos,goods,7912.45,2026-07-10,False,False
CN000207,P0091,E05,F047,Licitación Pública,Obra de rehabilitación vial,works,330533.89,2026-07-31,False,False
CN000660,P0030,E00,F010,Comparación de Precios,Adquisición de materiales de construcción,goods,109768.25,2026-07-04,False,False
CN000607,P0076,E10,F004,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,28425.78,2026-09-06,False,False
CN000264,P0053,E02,F044,Contratación Directa,Servicio de transporte,services,88464.66,2026-08-25,False,False
CN000274,P0056,E11,F007,Contratación Directa,Servicio de limpieza y vigilancia,services,11368.92,2026-08-29,False,False
CN000070,P0219,E11,F054,Contratación Directa,Servicio de transporte,services,194812.87,2026-08-12,False,False
CN000444,P0123,E09,F027,Contratación Directa,Suministro de combustible,goods,128345.41,2026-08-03,False,False
CN000598,P0048,E02,F044,Comparación de Precios,Adquisición de materiales de construcción,goods,60705.75,2026-09-16,False,False
CN000098,P0129,E03,F000,Comparación de Precios,Suministro de combustible,goods,122707.86,2026-08-30,False,False
CN000612,P0050,E08,F014,Comparación de Precios,Adquisición de equipos informáticos,goods,43060.27,2026-07-05,False,False
CN000021,P0154,E15,F035,Contratación Directa,Obra de rehabilitación vial,works,105064.0,2026-08-28,False,False
CN000414,P0197,E17,F012,Licitación Pública,Servicio de capacitación,services,126336.69,2026-08-05,False,False
CN000517,P0175,E00,F010,Comparación de Precios,Servicio de transporte,services,114601.75,2026-07-02,False,False
CN000149,P0047,E17,F031,Adjudicación Simplificada,Suministro de combustible,goods,330454.73,2026-08-24,False,False
CN000354,P0093,E13,F058,Comparación de Precios,Adquisición de bienes de oficina,goods,11425.1,2026-09-13,False,False
CN000675,P0165,E11,F007,Comparación de Precios,Suministro de combustible,goods,66048.19,2026-09-18,False,False
CN000052,P0129,E04,F030,Contratación Directa,Consultoría en ingeniería,services,24474.9,2026-07-04,False,False
CN000198,P0145,E15,F035,Contratación Directa,Servicio de mantenimiento de infraestructura,services,17745.01,2026-07-10,False,False
CN000122,P0084,E09,F034,Contratación Directa,Servicio de transporte,services,167591.88,2026-09-13,False,False
CN000203,P0111,E14,F040,Contratación Directa,Servicio de transporte,services,31090.18,2026-09-20,False,False
CN000067,P0212,E02,F051,Comparación de Precios,Servicio de capacitación,services,42539.08,2026-07-13,False,False
CN000223,P0087,E03,F000,Contratación Directa,Suministro de combustible,goods,108821.43,2026-08-17,False,False
CN000127,P0150,E16,F042,Comparación de Precios,Servicio de capacitación,services,6762.62,2026-07-15,False,False
CN000139,P0034,E10,F008,Contratación Directa,Servicio de transporte,services,17009.58,2026-09-20,False,False
CN000417,P0196,E17,F003,Contratación Directa,Consultoría en ingeniería,services,101565.07,2026-08-23,False,False
CN000218,P0164,E07,F023,Contratación Directa,Suministro de combustible,goods,31577.38,2026-08-31,False,False
CN000546,P0100,E15,F035,Contratación Directa,Obra de rehabilitación vial,works,92570.2,2026-08-28,False,False
CN000157,P0084,E05,F059,Contratación Directa,Servicio de capacitación,services,57621.71,2026-08-27,False,False
CN000094,P0099,E13,F056,Contratación Directa,Obra de rehabilitación vial,works,47313.68,2026-07-30,False,False
CN000255,P0124,E02,F025,Contratación Directa,Adquisición de materiales de construcción,goods,267392.55,2026-08-11,False,False
CN000693,P0008,E15,F035,Contratación Directa,Adquisición de bienes de oficina,goods,19884.86,2026-08-03,False,False
CN000039,P0020,E03,F000,Comparación de Precios,Obra de rehabilitación vial,works,147725.52,2026-08-01,False,False
CN000130,P0097,E14,F029,Licitación Pública,Adquisición de bienes de oficina,goods,38155.1,2026-09-27,False,False
CND0300,P0113,E15,F035,Contratación Directa,Servicio de capacitación,services,941495.52,2026-08-04,True,False
CN000189,P0013,E00,F038,Comparación de Precios,Suministro de combustible,goods,221183.46,2026-08-27,False,False
CN000589,P0101,E02,F044,Contratación Directa,Servicio de limpieza y vigilancia,services,60068.96,2026-09-11,False,False
CN000402,P0145,E13,F056,Comparación de Precios,Servicio de transporte,services,171551.01,2026-09-27,False,False
CN000038,P0006,E13,F056,Licitación Pública,Adquisición de equipos informáticos,goods,71582.0,2026-08-14,False,False
CN000242,P0185,E00,F038,Contratación Directa,Obra de rehabilitación vial,works,17448.03,2026-09-18,False,False
CN000353,P0053,E09,F043,Licitación Pública,Adquisición de equipos informáticos,goods,58523.06,2026-08-10,False,False
CN000534,P0002,E09,F033,Contratación Directa,Servicio de mantenimiento de infraestructura,services,201235.09,2026-08-31,False,False
CN000503,P0017,E02,F044,Contratación Directa,Adquisición de materiales de construcción,goods,3267.85,2026-08-12,False,False
CN000159,P0128,E12,F021,Contratación Directa,Adquisición de materiales de construcción,goods,27256.95,2026-07-29,False,False
CN000394,P0099,E04,F030,Comparación de Precios,Adquisición de equipos informáticos,goods,93872.55,2026-07-29,False,False
CN000537,P0074,E11,F054,Contratación Directa,Suministro de combustible,goods,41260.2,2026-09-26,False,False
CN000240,P0098,E01,F048,Comparación de Precios,Adquisición de materiales de construcción,goods,43765.53,2026-08-29,False,False
CN000013,P0005,E09,F046,Comparación de Precios,Suministro de combustible,goods,32024.95,2026-07-15,False,False
CN000475,P0109,E06,F006,Adjudicación Simplificada,Consultoría en ingeniería,services,212909.84,2026-09-15,False,False
CN000624,P0112,E01,F017,Comparación de Precios,Adquisición de materiales de construcción,goods,54744.8,2026-09-23,False,False
CN000314,P0059,E15,F035,Contratación Directa,Servicio de capacitación,services,38109.54,2026-09-12,False,False
CN000361,P0205,E16,F042,Contratación Directa,Servicio de capacitación,services,449008.64,2026-09-03,False,False
CN000590,P0017,E17,F012,Licitación Pública,Servicio de transporte,services,71228.86,2026-09-02,False,False
CN000320,P0028,E14,F029,Comparación de Precios,Suministro de combustible,goods,9285.1,2026-08-19,False,False
CN000564,P0188,E04,F030,Contratación Directa,Consultoría en ingeniería,services,8390.21,2026-08-17,False,False
CN000355,P0088,E14,F040,Contratación Directa,Servicio de mantenimiento de infraestructura,services,12261.12,2026-09-07,False,False
CN000034,P0021,E05,F037,Comparación de Precios,Servicio de limpieza y vigilancia,services,58439.57,2026-08-21,False,False
CN000334,P0125,E06,F006,Comparación de Precios,Suministro de combustible,goods,30000.23,2026-09-04,False,False
CN000376,P0027,E16,F002,Contratación Directa,Servicio de limpieza y vigilancia,services,203216.03,2026-07-11,False,False
CN000184,P0173,E17,F012,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,37262.56,2026-09-23,False,False
CN000423,P0056,E07,F013,Comparación de Precios,Adquisición de equipos informáticos,goods,98384.77,2026-09-02,False,False
CN000325,P0146,E13,F056,Contratación Directa,Servicio de limpieza y vigilancia,services,183189.78,2026-07-25,False,False
CN000187,P0020,E05,F001,Comparación de Precios,Servicio de transporte,services,39120.72,2026-08-05,False,False
CN000284,P0086,E02,F051,Comparación de Precios,Servicio de transporte,services,201712.6,2026-09-14,False,False
CN000391,P0065,E10,F026,Contratación Directa,Servicio de capacitación,services,49615.84,2026-07-03,False,False
CN000687,P0081,E05,F037,Comparación de Precios,Servicio de limpieza y vigilancia,services,16113.17,2026-08-10,False,False
CN000165,P0099,E11,F007,Contratación Directa,Adquisición de equipos informáticos,goods,43142.13,2026-07-25,False,False
CN000347,P0069,E10,F004,Licitación Pública,Suministro de combustible,goods,103885.59,2026-07-12,False,False
CN000298,P0166,E01,F017,Contratación Directa,Servicio de limpieza y vigilancia,services,30821.38,2026-07-12,False,False
CN000535,P0152,E04,F030,Contratación Directa,Adquisición de equipos informáticos,goods,19034.63,2026-09-20,False,False
CN000229,P0000,E17,F012,Contratación Directa,Adquisición de equipos informáticos,goods,26746.18,2026-07-25,False,False
CN000041,P0112,E15,F035,Comparación de Precios,Adquisición de bienes de oficina,goods,236512.4,2026-08-28,False,False
CN000587,P0152,E02,F051,Contratación Directa,Obra de rehabilitación vial,works,54236.44,2026-08-04,False,False
CN000543,P0014,E10,F008,Contratación Directa,Adquisición de materiales de construcción,goods,98789.21,2026-09-12,False,False
CN000446,P0047,E13,F058,Contratación Directa,Servicio de transporte,services,89677.05,2026-08-20,False,False
CN000447,P0163,E17,F031,Contratación Directa,Consultoría en ingeniería,services,20821.23,2026-09-22,False,False
CN000349,P0157,E05,F047,Contratación Directa,Adquisición de materiales de construcción,goods,97788.54,2026-09-28,False,False
CN000045,P0055,E06,F039,Comparación de Precios,Suministro de combustible,goods,52718.2,2026-08-28,False,False
CN000108,P0097,E13,F055,Contratación Directa,Servicio de transporte,services,22796.79,2026-07-27,False,False
CN000617,P0026,E14,F029,Contratación Directa,Servicio de capacitación,services,15238.92,2026-08-19,False,False
CN000029,P0198,E04,F030,Contratación Directa,Obra de rehabilitación vial,works,110874.19,2026-07-02,False,False
CN000181,P0171,E10,F008,Licitación Pública,Servicio de limpieza y vigilancia,services,69664.62,2026-08-09,False,False
CN000621,P0185,E15,F035,Contratación Directa,Servicio de capacitación,services,45846.9,2026-08-04,False,False
CN000419,P0143,E07,F013,Contratación Directa,Consultoría en ingeniería,services,214924.28,2026-09-07,False,False
CN000634,P0187,E04,F053,Contratación Directa,Adquisición de materiales de construcción,goods,182352.31,2026-09-08,False,False
CN000104,P0213,E07,F023,Contratación Directa,Servicio de transporte,services,28773.69,2026-08-28,False,False
CN000060,P0071,E07,F023,Contratación Directa,Suministro de combustible,goods,187114.29,2026-09-04,False,False
CN000083,P0102,E03,F000,Contratación Directa,Obra de rehabilitación vial,works,137214.43,2026-08-24,False,False
CN000490,P0047,E09,F034,Contratación Directa,Obra de rehabilitación vial,works,23955.04,2026-09-19,False,False
CN000315,P0142,E05,F037,Contratación Directa,Servicio de capacitación,services,14829.39,2026-07-07,False,False
CN000450,P0104,E00,F041,Contratación Directa,Adquisición de bienes de oficina,goods,63553.43,2026-07-04,False,False
CN000381,P0207,E17,F012,Contratación Directa,Obra de rehabilitación vial,works,73597.52,2026-09-14,False,False
CN000422,P0034,E02,F044,Contratación Directa,Servicio de mantenimiento de infraestructura,services,84447.24,2026-08-08,False,False
CN000496,P0156,E10,F004,Contratación Directa,Servicio de mantenimiento de infraestructura,services,35164.78,2026-07-26,False,False
CN000678,P0078,E17,F003,Comparación de Precios,Adquisición de bienes de oficina,goods,8529.75,2026-08-22,False,False
CN000523,P0140,E09,F034,Contratación Directa,Suministro de combustible,goods,83284.05,2026-08-25,False,False
CN000445,P0087,E17,F031,Comparación de Precios,Consultoría en ingeniería,services,115925.91,2026-07-03,False,False
CN000663,P0216,E11,F007,Contratación Directa,Suministro de combustible,goods,20125.12,2026-07-16,False,False
CN000000,P0029,E11,F007,Contratación Directa,Servicio de mantenimiento de infraestructura,services,185924.89,2026-08-04,False,False
CN000695,P0105,E08,F028,Comparación de Precios,Consultoría en ingeniería,services,82443.41,2026-09-27,False,False
CN000626,P0122,E08,F022,Contratación Directa,Consultoría en ingeniería,services,49202.22,2026-09-11,False,False
CN000457,P0020,E11,F049,Contratación Directa,Servicio de mantenimiento de infraestructura,services,140462.8,2026-08-31,False,False
CN000488,P0066,E12,F050,Comparación de Precios,Adquisición de materiales de construcción,goods,15755.23,2026-08-17,False,False
CN000088,P0041,E05,F059,Contratación Directa,Suministro de combustible,goods,43440.59,2026-09-07,False,False
CN000483,P0200,E01,F018,Contratación Directa,Adquisición de bienes de oficina,goods,60278.86,2026-09-19,False,False
CN000460,P0067,E11,F049,Contratación Directa,Servicio de transporte,services,16248.2,2026-09-13,False,False
CN000077,P0172,E08,F028,Concurso Público,Servicio de transporte,services,88052.38,2026-08-28,False,False
CN000268,P0034,E13,F055,Comparación de Precios,Consultoría en ingeniería,services,144167.76,2026-07-12,False,False
CN000123,P0017,E03,F000,Comparación de Precios,Adquisición de materiales de construcción,goods,206297.66,2026-07-04,False,False
CN000297,P0191,E05,F059,Comparación de Precios,Adquisición de equipos informáticos,goods,210149.83,2026-09-02,False,False
CN000095,P0006,E10,F004,Comparación de Precios,Obra de rehabilitación vial,works,228411.39,2026-08-13,False,False
CN000011,P0048,E13,F056,Comparación de Precios,Consultoría en ingeniería,services,123832.12,2026-08-02,False,False
CN000114,P0083,E03,F000,Contratación Directa,Servicio de mantenimiento de infraestructura,services,87621.46,2026-08-18,False,False
CN000428,P0202,E05,F047,Contratación Directa,Suministro de combustible,goods,75822.73,2026-09-25,False,False
CN000257,P0041,E04,F019,Contratación Directa,Adquisición de materiales de construcción,goods,22686.32,2026-08-10,False,False
CN000352,P0199,E06,F006,Contratación Directa,Servicio de mantenimiento de infraestructura,services,219560.11,2026-09-01,False,False
CN000698,P0184,E08,F005,Comparación de Precios,Adquisición de materiales de construcción,goods,32327.23,2026-08-18,False,False
CN000531,P0089,E07,F013,Comparación de Precios,Consultoría en ingeniería,services,45546.32,2026-07-01,False,False
CN000169,P0034,E12,F021,Contratación Directa,Servicio de transporte,services,72769.15,2026-09-19,False,False
CN000239,P0051,E03,F000,Contratación Directa,Servicio de limpieza y vigilancia,services,42259.7,2026-07-27,False,False
CN000277,P0162,E10,F026,Contratación Directa,Servicio de mantenimiento de infraestructura,services,92004.81,2026-09-05,False,False
CN000160,P0188,E09,F033,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,306777.04,2026-07-01,False,False
CN000073,P0150,E16,F042,Contratación Directa,Adquisición de bienes de oficina,goods,123660.1,2026-07-23,False,False
CN000529,P0118,E03,F000,Comparación de Precios,Servicio de limpieza y vigilancia,services,7594.97,2026-09-14,False,False
CN000062,P0090,E07,F013,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,251174.89,2026-08-31,False,False
CN000492,P0068,E01,F018,Comparación de Precios,Suministro de combustible,goods,30338.0,2026-07-26,False,False
CN000047,P0071,E12,F021,Contratación Directa,Consultoría en ingeniería,services,53095.03,2026-08-23,False,False
CN000591,P0090,E13,F055,Contratación Directa,Adquisición de equipos informáticos,goods,38564.75,2026-07-22,False,False
CND0101,P0089,E12,F050,Contratación Directa,Servicio de transporte,services,1396888.13,2026-07-17,True,False
CN000505,P0143,E08,F005,Comparación de Precios,Adquisición de bienes de oficina,goods,279763.12,2026-09-28,False,False
CN000020,P0070,E17,F003,Contratación Directa,Servicio de capacitación,services,22905.51,2026-09-12,False,False
CN000424,P0081,E15,F035,Contratación Directa,Suministro de combustible,goods,66810.52,2026-09-19,False,False
CN000652,P0033,E06,F039,Concurso Público,Servicio de limpieza y vigilancia,services,159164.74,2026-08-20,False,False
CN000192,P0165,E02,F044,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,173662.03,2026-08-28,False,False
CN000642,P0160,E02,F051,Contratación Directa,Adquisición de materiales de construcción,goods,28937.55,2026-08-30,False,False
CN000215,P0146,E17,F031,Contratación Directa,Adquisición de bienes de oficina,goods,516933.98,2026-09-17,False,False
CN000244,P0219,E08,F020,Comparación de Precios,Adquisición de bienes de oficina,goods,592041.24,2026-09-21,False,False
CN000363,P0132,E11,F054,Contratación Directa,Adquisición de bienes de oficina,goods,36986.53,2026-07-01,False,False
CN000059,P0169,E15,F035,Contratación Directa,Servicio de mantenimiento de infraestructura,services,18797.97,2026-09-16,False,False
CN000221,P0098,E09,F027,Comparación de Precios,Servicio de transporte,services,26337.89,2026-07-26,False,False
CN000176,P0072,E01,F048,Comparación de Precios,Consultoría en ingeniería,services,18128.4,2026-08-17,False,False
CN000449,P0021,E17,F031,Licitación Pública,Obra de rehabilitación vial,works,83514.13,2026-07-15,False,False
CN000055,P0141,E04,F053,Contratación Directa,Obra de rehabilitación vial,works,23388.49,2026-07-03,False,False
CN000254,P0102,E09,F043,Comparación de Precios,Adquisición de equipos informáticos,goods,17614.82,2026-08-29,False,False
CN000385,P0014,E13,F058,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,159163.5,2026-07-23,False,False
CN000197,P0002,E06,F039,Concurso Público,Adquisición de materiales de construcción,goods,141934.83,2026-07-01,False,False
CN000068,P0169,E06,F006,Contratación Directa,Suministro de combustible,goods,25965.07,2026-07-26,False,False
CND0401,P0135,E05,F052,Contratación Directa,Servicio de limpieza y vigilancia,services,1433855.76,2026-08-18,True,False
CN000168,P0132,E15,F035,Contratación Directa,Servicio de transporte,services,79092.66,2026-07-03,False,False
CN000185,P0025,E02,F044,Contratación Directa,Adquisición de equipos informáticos,goods,79120.31,2026-07-12,False,False
CN000035,P0187,E07,F023,Contratación Directa,Servicio de capacitación,services,13182.5,2026-09-06,False,False
CN000641,P0087,E10,F008,Contratación Directa,Servicio de capacitación,services,227150.52,2026-08-23,False,False
